ppname	easting	northing	zone	kx1	kx2	kx3	rch
pp227	2093.662883	8055.805883	1	  4.8378830E+00	  9.9872209E-02	  4.4665780E+00	  2.4811780E-04
pp228	2375.992775	7922.944757	1	  4.7663370E+00	  9.9884512E-02	  4.2040820E+00	  2.4185315E-04
pp229	2542.069181	8819.757353	1	  5.1357160E+00	  9.8780305E-02	  4.9415070E+00	  2.8067217E-04
pp230	3123.336605	8587.250384	1	  5.0186230E+00	  9.7971900E-02	  4.4749880E+00	  2.4815868E-04
pp231	3272.805371	9019.049041	1	  5.1997090E+00	  9.8152976E-02	  4.9298800E+00	  2.6561793E-04
pp232	2425.815697	9317.986573	1	  5.2051340E+00	  9.8947624E-02	  5.1770140E+00	  2.8514683E-04
pp233	1927.586477	9650.139386	1	  5.0483080E+00	  9.9723057E-02	  5.0404720E+00	  2.5359782E-04
pp234	3472.097059	9600.316464	1	  5.1344200E+00	  9.9967385E-02	  5.0480360E+00	  2.7143944E-04
pp235	3920.503357	9151.910167	1	  5.0105120E+00	  1.0173810E-01	  4.4942050E+00	  2.7249089E-04
pp236	4833.923593	9401.024777	1	  4.7352170E+00	  9.7475472E-02	  3.0729620E+00	  2.6823311E-04
pp237	5083.038203	9666.747027	1	  4.4245200E+00	  9.4374680E-02	  2.7436010E+00	  2.6018299E-04
pp238	5564.659783	9301.378933	1	  4.1379190E+00	  9.2517850E-02	  2.1638130E+00	  2.2752421E-04
pp239	4601.416624	9052.264323	1	  4.7433900E+00	  9.8979862E-02	  3.1947010E+00	  2.6853231E-04
pp240	5249.11461	8686.896228	1	  3.6424990E+00	  9.1632104E-02	  1.5380220E+00	  1.9686563E-04
pp241	5780.559111	8221.882289	1	  4.2573510E+00	  9.6585072E-02	  2.3977480E+00	  1.7552826E-04
pp242	5215.899329	7756.868351	1	  4.1354330E+00	  9.8222880E-02	  2.2936430E+00	  1.7125067E-04
pp243	4352.302014	7939.552398	1	  4.4543630E+00	  9.9214968E-02	  3.1561170E+00	  2.1745893E-04
pp244	4153.010326	8437.781618	1	  4.6780130E+00	  9.7510045E-02	  3.5013490E+00	  2.4458973E-04
pp245	3671.388747	7856.514195	1	  4.5893540E+00	  9.9559558E-02	  3.5895150E+00	  2.2739976E-04
pp246	2890.829635	7258.639131	1	  4.4913120E+00	  9.9830450E-02	  3.3217500E+00	  2.1919690E-04
pp247	3372.451215	7740.26071	1	  4.5410010E+00	  9.9747226E-02	  3.4658150E+00	  2.2107087E-04
pp248	3937.110997	7341.677334	1	  4.4552640E+00	  9.9726780E-02	  3.0465870E+00	  2.0201724E-04
