ICPL	Kx
3598	6.82455
3599	7.57875
3600	7.021773
3601	8.080442
3602	10.44099
3603	9.539613
3604	6.83731
3605	4.94235
3606	3.632303
3607	2.340925
3608	1.307446
3609	1.069751
3610	1.309439
3611	1.585889
3612	2.013301
3613	2.878432
3614	4.570206
3615	6.784614
3616	8.216366
3617	9.697654
3618	10.58626
3619	11.18675
3620	9.977844
3621	9.06407
3622	8.026723
3623	7.518441
3624	7.744677
3625	7.383503
3626	5.881161
3627	5.521854
3628	5.609046
3629	5.71148
3630	5.685973
3631	5.387858
3632	5.381848
3633	4.927908
3634	5.073223
3635	5.08703
3636	4.7694
3637	4.803809
3638	4.161118
3639	4.288985
3640	4.478606
3641	4.534988
3642	4.203939
3643	4.270701
3644	3.71831
3645	3.940845
3646	4.044806
3647	3.71823
3648	3.850113
3649	1.929394
3650	1.993985
3651	2.146553
3652	2.126006
3653	2.193111
3654	2.259757
3655	2.227038
3656	2.259965
3657	2.276973
3658	2.259764
3659	2.279286
3660	2.250776
3661	2.370549
3662	2.31857
3663	2.412699
3664	2.381108
3665	2.137111
3666	2.393374
3667	2.251428
3668	2.137466
3669	2.250834
3670	2.145012
3671	2.326058
3672	2.368914
3673	2.377515
3674	2.34087
3675	2.33973
3676	2.298951
3677	2.314648
3678	2.294584
3679	2.303587
3680	2.320815
3681	2.313995
3682	2.303948
3683	2.293438
3684	2.353138
3685	2.30418
3686	2.318484
3687	2.279633
3688	2.231441
3689	2.146626
3690	2.218479
3691	2.146078
3692	2.266781
3693	2.169227
3694	1.920936
3695	1.734088
3696	2.030336
3697	1.929234
3698	2.04575
3699	1.949093
3700	1.834469
3701	1.737972
3702	1.857057
3703	1.769877
3704	1.591868
3705	1.515888
3706	1.628268
3707	1.54985
3708	1.444886
3709	1.376464
3710	1.475533
3711	1.404826
3712	1.654382
3713	1.575573
3714	1.687379
3715	1.609241
3716	1.482085
3717	2.019462
3718	1.852225
3719	2.038944
3720	1.895722
3721	1.696233
3722	1.549969
3723	1.753187
3724	1.622339
3725	1.313765
3726	1.251297
3727	1.337315
3728	1.272108
3729	1.189961
3730	1.135523
3731	1.210157
3732	1.148579
3733	1.34408
3734	1.227743
3735	1.073223
3736	1.064925
3737	1.141846
3738	1.109136
3739	1.408166
3740	1.245873
3741	1.057922
3742	1.047325
3743	1.087643
3744	1.066993
3745	1.03616
3746	1.1483
3747	1.0791
3748	1.001362
3749	1.007665
3750	1.032943
3751	1.045319
3752	1.284042
3753	1.900331
3754	2.977719
3755	5.830999
3756	5.332358
3757	4.275814
3758	5.053175
3759	7.334035
3760	6.261746
3761	3.979908
3762	3.221577
3763	3.200945
3764	2.275098
3765	1.104129
3766	0.8879496
3767	1.219757
3768	1.47534
3769	1.763073
3770	2.461584
3771	4.0401
3772	6.374219
3773	7.982265
3774	10.02943
3775	11.03467
3776	12.0209
3777	9.813325
3778	8.450263
3779	6.762873
3780	5.621597
3781	5.357651
3782	4.776
3783	4.031478
3784	3.328057
3785	3.239413
3786	3.566996
3787	3.696639
3788	3.45507
3789	3.635343
3790	3.22195
3791	3.436017
3792	3.631798
3793	3.464039
3794	3.628663
3795	3.433894
3796	3.387682
3797	3.514777
3798	3.658501
3799	3.564767
3800	3.708617
3801	3.554558
3802	3.636873
3803	3.748186
3804	3.711572
3805	3.815358
3806	2.18229
3807	2.189184
3808	2.295383
3809	2.299118
3810	2.347145
3811	2.328726
3812	2.295178
3813	2.286086
3814	2.329126
3815	2.336043
3816	2.367005
3817	2.377272
3818	2.338797
3819	2.340664
3820	2.376542
3821	2.374537
3822	2.194683
3823	2.216533
3824	2.239207
3825	2.240396
3826	2.253206
3827	2.264555
3828	2.273312
3829	2.23159
3830	2.250343
3831	2.248271
3832	2.262499
3833	2.26726
3834	2.281233
3835	2.274628
3836	2.283702
3837	2.264696
3838	2.274657
3839	2.281264
3840	2.287149
3841	2.288405
3842	2.279637
3843	2.282667
3844	2.310493
3845	2.310394
3846	2.288698
3847	2.293765
3848	2.312838
3849	2.314312
3850	2.338235
3851	2.337969
3852	2.36894
3853	2.365084
3854	2.347073
3855	2.306895
3856	2.303827
3857	2.337742
3858	2.323038
3859	2.291063
3860	2.27945
3861	2.286354
3862	2.264638
3863	2.19341
3864	2.280181
3865	2.186066
3866	2.002951
3867	1.789434
3868	2.043285
3869	1.901918
3870	1.590757
3871	1.224814
3872	1.029148
3873	1.108799
3874	1.377224
3875	1.586317
3876	1.642865
3877	2.024952
3878	2.490444
3879	3.036277
3880	3.358622
3881	3.137028
3882	2.43164
3883	2.158032
3884	2.131511
3885	1.902305
3886	1.633582
3887	1.409878
3888	1.249258
3889	1.212707
3890	1.273981
3891	1.64634
3892	2.794731
3893	4.444821
3894	6.073065
3895	7.683179
3896	8.866883
3897	9.250589
3898	7.92294
3899	6.627
3900	5.949807
3901	5.122557
3902	4.315464
3903	3.551017
3904	3.610573
3905	3.651504
3906	3.708752
3907	3.786787
3908	3.886026
3909	3.861623
3910	3.958605
3911	3.851996
3912	3.935854
3913	4.032392
3914	4.00969
3915	4.107301
3916	3.856382
3917	3.989008
3918	4.083683
3919	4.183742
3920	4.15875
3921	4.262632
3922	4.130068
3923	4.266065
3924	4.383894
3925	4.347143
3926	4.472571
3927	2.364773
3928	2.385248
3929	2.406825
3930	2.425607
3931	2.454398
3932	2.390368
3933	2.413552
3934	2.418622
3935	2.447665
3936	2.447695
3937	2.479758
3938	2.469001
3939	2.492874
3940	2.415369
3941	2.415653
3942	2.464049
3943	2.455094
3944	2.424046
3945	2.495887
3946	2.475859
3947	2.444769
3948	2.471251
3949	2.470335
3950	2.494565
3951	2.513435
3952	2.501805
3953	2.543785
3954	2.530918
3955	2.404786
3956	2.386175
3957	2.450534
3958	2.420521
3959	2.359426
3960	2.490609
3961	2.40916
3962	2.25162
3963	1.995031
3964	1.799827
3965	1.231576
3966	0.8990541
3967	0.8525133
3968	0.9382168
3969	0.9103182
3970	0.7122279
3971	1.111617
3972	1.731621
3973	2.314672
3974	2.401759
3975	2.485034
3976	2.090725
3977	2.006061
3978	1.988665
3979	1.973668
3980	2.206658
3981	1.952017
3982	1.379166
3983	1.104309
3984	0.9928884
3985	1.124509
3986	1.988985
3987	3.147958
3988	4.248989
3989	5.561196
3990	6.67375
3991	7.562909
3992	6.779465
3993	5.916137
3994	6.237755
3995	5.573646
3996	4.553345
3997	3.305126
3998	4.031239
3999	4.177177
4000	4.280238
4001	4.417187
4002	4.571636
4003	4.525779
4004	4.657832
4005	4.559494
4006	4.69378
4007	4.832568
4008	4.849264
4009	4.989778
4010	4.874213
4011	4.949474
4012	5.033584
4013	5.16719
4014	5.235411
4015	5.362117
4016	5.415907
4017	5.479884
4018	5.607177
4019	5.712811
4020	5.834098
4021	2.615607
4022	2.630512
4023	2.793679
4024	2.787648
4025	2.558419
4026	2.252678
4027	1.838008
4028	1.47476
4029	1.014429
4030	0.718101
4031	0.6006127
4032	0.553504
4033	0.6765588
4034	0.9300703
4035	1.34876
4036	1.961919
4037	2.763068
4038	3.556681
4039	3.936912
4040	3.937237
4041	3.548908
4042	3.078042
4043	2.706957
4044	2.407953
4045	2.069656
4046	1.674309
4047	1.308182
4048	0.9851675
4049	1.014633
4050	1.53289
4051	2.192336
4052	2.735136
4053	3.440185
4054	4.798255
4055	6.104025
4056	6.647962
4057	7.170804
4058	8.258771
4059	8.695896
4060	6.537828
4061	5.323917
4062	5.67563
4063	5.837458
4064	5.918382
4065	5.959137
4066	6.074531
4067	6.219064
4068	6.328273
4069	6.47813
4070	6.49302
4071	6.595329
4072	6.781489
4073	6.875703
4074	7.064358
4075	7.103453
4076	7.08486
4077	7.169173
4078	7.403138
4079	7.47494
4080	7.803696
4081	7.73539
4082	7.719998
4083	8.023074
4084	8.042239
4085	3.111173
4086	2.662709
4087	2.149202
4088	1.433691
4089	1.085466
4090	0.6902198
4091	0.5035655
4092	0.4403617
4093	0.3771648
4094	0.636717
4095	1.240247
4096	1.977275
4097	2.810545
4098	4.299813
4099	6.17681
4100	6.79663
4101	6.987112
4102	5.502948
4103	4.080207
4104	3.061279
4105	2.305667
4106	1.927907
4107	1.715087
4108	1.435993
4109	0.9823521
4110	0.9178872
4111	1.32381
4112	1.722438
4113	1.940666
4114	2.312565
4115	3.74753
4116	5.447964
4117	6.68328
4118	7.996562
4119	9.77385
4120	12.23808
4121	8.017856
4122	6.773011
4123	7.523627
4124	8.414134
4125	8.573013
4126	8.371077
4127	8.363564
4128	8.748976
4129	8.672225
4130	9.250755
4131	9.133323
4132	9.138428
4133	9.387335
4134	9.413441
4135	9.267234
4136	9.609127
4137	9.620724
4138	9.652236
4139	9.830138
4140	9.878308
4141	10.02259
4142	10.08237
4143	10.10146
4144	10.30304
4145	10.38525
4146	3.359262
4147	2.628063
4148	1.711947
4149	0.8901553
4150	0.4660901
4151	0.3781718
4152	0.3573004
4153	0.3867424
4154	0.4733132
4155	0.795517
4156	1.573765
4157	2.933985
4158	5.280332
4159	8.108072
4160	10.77904
4161	10.33816
4162	7.566767
4163	5.171712
4164	3.388858
4165	2.316224
4166	1.668737
4167	1.36067
4168	1.275127
4169	1.188164
4170	1.135248
4171	1.16514
4172	1.286387
4173	1.459091
4174	1.707652
4175	2.173462
4176	3.277665
4177	4.872808
4178	6.70509
4179	8.158575
4180	8.231399
4181	7.559702
4182	6.956451
4183	6.807596
4184	8.671774
4185	10.08888
4186	10.46702
4187	10.53678
4188	10.62587
4189	10.78753
4190	10.88061
4191	10.99839
4192	11.05873
4193	11.15285
4194	11.35349
4195	11.44531
4196	11.25579
4197	11.64501
4198	11.67464
4199	11.76007
4200	12.0245
4201	12.0982
4202	12.44013
4203	12.40412
4204	12.45902
4205	12.79645
4206	12.81947
4207	4.084626
4208	2.601029
4209	1.489396
4210	0.5979466
4211	0.2105166
4212	0.2372891
4213	0.2656374
4214	0.3709112
4215	0.53176
4216	0.988517
4217	2.014764
4218	3.937214
4219	8.565176
4220	13.00069
4221	18.26154
4222	14.93312
4223	8.202154
4224	4.938604
4225	2.896427
4226	1.830715
4227	1.21539
4228	0.9620398
4229	0.9570965
4230	0.9949368
4231	1.181746
4232	1.333353
4233	1.311221
4234	1.367553
4235	1.610102
4236	1.997909
4237	3.137691
4238	4.812569
4239	7.316285
4240	9.176572
4241	7.891562
4242	5.746425
4243	6.718178
4244	6.542896
4245	10.28911
4246	12.86844
4247	13.41968
4248	13.22451
4249	13.20943
4250	13.68447
4251	13.59348
4252	14.4387
4253	14.07237
4254	13.99485
4255	14.62952
4256	14.72967
4257	14.0882
4258	14.85643
4259	14.97301
4260	15.02917
4261	15.23442
4262	15.31405
4263	15.44626
4264	15.50381
4265	15.60132
4266	15.88927
4267	16.01796
4268	4.016732
4269	2.364429
4270	1.097129
4271	0.517579
4272	0.2796318
4273	0.2388424
4274	0.2735886
4275	0.4061313
4276	0.6834717
4277	1.248725
4278	2.320154
4279	4.220996
4280	7.562464
4281	13.28851
4282	20.46992
4283	18.08874
4284	10.47282
4285	5.990003
4286	3.489375
4287	1.997576
4288	1.165955
4289	0.8621385
4290	0.8312957
4291	0.8944666
4292	1.047558
4293	1.233602
4294	1.451798
4295	1.613369
4296	1.691238
4297	2.054515
4298	3.311479
4299	5.6275
4300	8.925757
4301	11.60134
4302	10.99114
4303	9.883015
4304	9.991711
4305	11.29625
4306	14.19133
4307	15.614
4308	16.10976
4309	16.22012
4310	16.35136
4311	16.58751
4312	16.71534
4313	16.95573
4314	16.99503
4315	17.11416
4316	17.4455
4317	17.55099
4318	17.9175
4319	18.00184
4320	17.94135
4321	18.0282
4322	18.4846
4323	18.54745
4324	19.26919
4325	19.07675
4326	19.10942
4327	19.90385
4328	19.94539
4329	5.118425
4330	2.18425
4331	0.8564457
4332	0.4741847
4333	0.281063
4334	0.225812
4335	0.2412309
4336	0.4108717
4337	0.8273169
4338	1.534739
4339	2.68027
4340	4.512577
4341	7.113094
4342	13.93831
4343	27.13532
4344	24.11392
4345	13.6195
4346	7.783418
4347	4.490991
4348	2.288512
4349	1.082531
4350	0.7413459
4351	0.7412951
4352	0.7993184
4353	0.9181708
4354	1.112963
4355	1.538253
4356	1.886272
4357	1.721462
4358	1.918936
4359	3.548204
4360	6.760811
4361	11.84075
4362	17.77313
4363	16.55107
4364	15.88448
4365	15.70641
4366	18.09351
4367	20.59227
4368	21.06781
4369	20.9154
4370	20.58527
4371	20.5861
4372	21.30427
4373	21.25816
4374	22.56277
4375	22.0988
4376	21.95192
4377	23.12867
4378	23.13196
4379	24.59466
4380	24.23766
4381	23.89083
4382	23.72816
4383	24.56038
4384	24.48498
4385	25.85487
4386	25.37598
4387	25.27793
4388	26.24456
4389	26.11704
4390	3.002507
4391	1.886382
4392	0.9426821
4393	0.4622108
4394	0.2428282
4395	0.1783941
4396	0.1811907
4397	0.3758903
4398	0.9887525
4399	1.939202
4400	3.104446
4401	5.405984
4402	10.11776
4403	18.70957
4404	30.28967
4405	28.58226
4406	17.90825
4407	10.23857
4408	5.533797
4409	2.473219
4410	0.9792881
4411	0.6477793
4412	0.7290996
4413	0.8143421
4414	0.8269756
4415	0.9807758
4416	1.470377
4417	1.869851
4418	1.838767
4419	2.172963
4420	3.835352
4421	7.61521
4422	15.43123
4423	23.95406
4424	22.20946
4425	19.9609
4426	21.10434
4427	24.71405
4428	28.78652
4429	28.83115
4430	27.81229
4431	27.17581
4432	27.01071
4433	28.17776
4434	27.96579
4435	30.11388
4436	29.25769
4437	28.98789
4438	30.42239
4439	30.08122
4440	34.49765
4441	32.83748
4442	31.67777
4443	31.24794
4444	33.02792
4445	32.4866
4446	36.07634
4447	34.47258
4448	33.78945
4449	36.0023
4450	35.29355
4451	2.564394
4452	1.824185
4453	1.061472
4454	0.4766076
4455	0.1859429
4456	0.1474633
4457	0.1035974
4458	0.3522266
4459	1.413432
4460	2.703519
4461	3.795237
4462	7.369877
4463	15.68292
4464	27.08788
4465	42.86138
4466	37.52373
4467	23.17865
4468	12.72784
4469	6.769523
4470	2.734358
4471	0.8138825
4472	0.5231254
4473	0.7763597
4474	0.9028268
4475	0.7785016
4476	0.8442861
4477	1.491337
4478	2.063771
4479	1.939818
4480	2.195753
4481	4.491826
4482	8.682204
4483	20.16358
4484	38.84221
4485	27.16882
4486	21.88968
4487	26.29967
4488	32.52534
4489	37.58905
4490	41.69697
4491	39.99033
4492	37.71409
4493	36.64684
4494	39.27744
4495	37.9333
4496	44.03371
4497	40.66859
4498	39.04214
4499	41.64419
4500	40.18561
4501	44.04662
4502	44.58893
4503	42.29079
4504	41.18917
4505	42.65928
4506	41.28066
4507	43.43131
4508	42.31886
4509	41.12746
4510	41.86553
4511	40.83174
4512	2.93787
4513	2.036608
4514	1.15937
4515	0.5867485
4516	0.3018718
4517	0.2050147
4518	0.200389
4519	0.4883537
4520	1.672303
4521	3.819969
4522	6.861986
4523	12.02039
4524	21.92098
4525	35.00991
4526	47.55817
4527	41.77513
4528	25.99832
4529	13.44997
4530	6.025158
4531	2.603533
4532	1.157808
4533	0.7951826
4534	0.853295
4535	0.9468683
4536	1.014495
4537	1.173677
4538	1.52341
4539	1.955853
4540	2.472361
4541	3.602916
4542	6.715593
4543	12.7989
4544	21.17194
4545	29.03269
4546	28.50108
4547	28.25047
4548	32.22034
4549	38.58286
4550	41.28977
4551	42.55248
4552	42.1762
4553	41.38162
4554	40.46671
4555	40.90643
4556	40.07708
4557	41.17032
4558	40.45783
4559	39.68821
4560	40.04297
4561	39.3135
4562	41.3611
4563	40.38419
4564	39.66356
4565	38.95903
4566	39.31811
4567	38.62622
4568	39.77543
4569	39.00301
4570	38.31317
4571	38.71261
4572	38.01495
4573	4.487309
4574	2.251586
4575	1.348197
4576	0.752682
4577	0.4385528
4578	0.3200773
4579	0.2548642
4580	0.6896349
4581	2.479064
4582	5.198684
4583	11.25378
4584	16.94441
4585	28.96707
4586	39.34124
4587	54.07932
4588	43.21926
4589	27.10964
4590	13.50051
4591	5.294826
4592	2.58416
4593	1.538534
4594	1.110205
4595	1.005859
4596	1.04776
4597	1.324151
4598	1.573663
4599	1.614953
4600	1.921859
4601	3.059921
4602	5.112794
4603	9.512058
4604	18.60923
4605	20.95616
4606	25.02128
4607	27.62248
4608	31.73678
4609	36.56163
4610	47.23686
4611	42.1235
4612	40.48671
4613	39.59738
4614	38.94793
4615	38.37604
4616	38.65717
4617	38.07422
4618	39.08634
4619	38.35648
4620	37.76026
4621	38.02255
4622	37.42051
4623	39.12758
4624	38.53657
4625	38.05513
4626	37.97253
4627	38.01873
4628	37.66828
4629	38.04096
4630	37.70161
4631	37.36376
4632	37.38457
4633	37.06
