  days     volume       vol_drain     vol_macro      delta_vol      del_vol_drain  del_vol_macro  rainfall       irrigation     recharge       macro_rech     total_rech     gw_withdrawal  net_recharge   runoff         pot_evap       evaporation    gw_pot_evap     balance        elevation      depth-to-water
  2739  0.2387814      0.2971315E-03   0.000000     -0.1056391E-01 -0.2194198E-03   0.000000      0.2240000E-01   0.000000      0.9331403E-03   0.000000      0.9331403E-03   0.000000      0.9331403E-03   0.000000      0.8600000E-01  0.3225019E-01  0.5374981E-01  0.1238159E-15  0.1150000E-04   99.99999    
  2770  0.2069474      0.8867038E-04   0.000000     -0.3183401E-01 -0.2084611E-03   0.000000      0.8000000E-02   0.000000      0.4873359E-03   0.000000      0.4873359E-03   0.000000      0.4873359E-03   0.000000      0.1190000      0.3955513E-01  0.7944487E-01  0.8370041E-16  0.1150000E-04   99.99999    
  2800  0.1967943      0.2133364E-04   0.000000     -0.1015310E-01 -0.6733674E-04   0.000000      0.3480000E-01   0.000000      0.1246719E-03   0.000000      0.1246719E-03   0.000000      0.1246719E-03   0.000000      0.1604000      0.4489576E-01  0.1155042     -0.2200795E-15  0.1150000E-04   99.99999    
  2831  0.1733368      0.1407371E-04   0.000000     -0.2345754E-01 -0.7259931E-05   0.000000      0.2790000E-01   0.000000      0.3800465E-04   0.000000      0.3800465E-04   0.000000      0.3800465E-04   0.000000      0.1964000      0.5132680E-01  0.1450732     -0.8329722E-16  0.1150000E-04   99.99999    
  2861  0.2485187      0.4545535E-03   0.000000      0.7518190E-01  0.4404798E-03   0.000000      0.1388000       0.000000      0.2663200E-04   0.000000      0.2663200E-04   0.000000      0.2663200E-04   0.000000      0.2022000      0.6315099E-01  0.1390490     -0.3891202E-15  0.1150000E-04   99.99999    
  2892  0.2682703      0.6114020E-03   0.000000      0.1975157E-01  0.1568485E-03   0.000000      0.9840000E-01   0.000000      0.6837592E-03   0.000000      0.6837592E-03   0.000000      0.6837592E-03   0.000000      0.2106000      0.7780781E-01  0.1327922      0.1529809E-15  0.1150000E-04   99.99999    
  2923  0.2616194      0.1114083E-03   0.000000     -0.6650874E-02 -0.4999937E-03   0.000000      0.7630000E-01   0.000000      0.9719335E-03   0.000000      0.9719335E-03   0.000000      0.9719335E-03   0.000000      0.2412000      0.8247893E-01  0.1587211      0.3343679E-15  0.1150000E-04   99.99999    
  2951  0.2501299      0.7587033E-03   0.000000     -0.1148951E-01  0.6472951E-03   0.000000      0.6110000E-01   0.000000      0.4570170E-03   0.000000      0.4570170E-03   0.000000      0.4570170E-03   0.000000      0.1802000      0.7148520E-01  0.1087148      0.1414884E-15  0.1150000E-04   99.99999    
  2982  0.1850708      0.3583600E-04   0.000000     -0.6505908E-01 -0.7228673E-03   0.000000      0.2000000E-03   0.000000      0.9556298E-03   0.000000      0.9556298E-03   0.000000      0.9556298E-03   0.000000      0.2052000      0.6502632E-01  0.1401737     -0.2385245E-16  0.1150000E-04   99.99999    
  3012  0.2145568      0.8279331E-04   0.000000      0.2948599E-01  0.4695731E-04   0.000000      0.6630000E-01   0.000000      0.4885231E-04   0.000000      0.4885231E-04   0.000000      0.4885231E-04   0.000000      0.1292000      0.3671820E-01  0.9248181E-01 -0.2368033E-15  0.1150000E-04   99.99999    
  3043  0.2434904      0.4163147E-03   0.000000      0.2893364E-01  0.3335214E-03   0.000000      0.6550000E-01   0.000000      0.6525163E-03   0.000000      0.6525163E-03   0.000000      0.6525163E-03   0.000000      0.9200000E-01  0.3558032E-01  0.5641968E-01 -0.1084202E-15  0.1150000E-04   99.99999    
  3073  0.2369093      0.1326382E-03   0.000000     -0.6581135E-02 -0.2836765E-03   0.000000      0.2050000E-01   0.000000      0.6231390E-03   0.000000      0.6231390E-03   0.000000      0.6231390E-03   0.000000      0.7740000E-01  0.2674167E-01  0.5065833E-01  0.2862294E-16  0.1150000E-04   99.99999    
  3104  0.2159780      0.1031049E-03   0.000000     -0.2093128E-01 -0.2953338E-04   0.000000      0.8900000E-02   0.000000      0.3187558E-03   0.000000      0.3187558E-03   0.000000      0.3187558E-03   0.000000      0.8800000E-01  0.2954206E-01  0.5845794E-01 -0.1564504E-15  0.1150000E-04   99.99999    
  3135  0.2388192      0.1170305E-03   0.000000      0.2284118E-01  0.1392567E-04   0.000000      0.5600000E-01   0.000000      0.2000615E-03   0.000000      0.2000615E-03   0.000000      0.2000615E-03   0.000000      0.1018000      0.3294483E-01  0.6885517E-01  0.9278060E-16  0.1150000E-04   99.99999    
  3165  0.3195565      0.3244937E-02   0.000000      0.8073732E-01  0.3127907E-02   0.000000      0.1350000       0.000000      0.7379672E-03   0.000000      0.7379672E-03   0.000000      0.7379672E-03   0.000000      0.1166000      0.5039681E-01  0.6620319E-01 -0.8890458E-16  0.1150000E-04   99.99999    
  3196  0.3090188      0.2567126E-02   0.000000     -0.1053772E-01 -0.6778118E-03   0.000000      0.7380000E-01   0.000000      0.6785768E-02   0.000000      0.6785768E-02   0.000000      0.6785768E-02   0.000000      0.1618000      0.7822976E-01  0.8357024E-01  0.1227317E-15  0.1150000E-04   99.99999    
  3226  0.3316159      0.3878878E-02   0.000000      0.2259714E-01  0.1311752E-02   0.000000      0.1135000       0.000000      0.4491080E-02   0.000000      0.4491080E-02   0.000000      0.4491080E-02   0.000000      0.1826000      0.8510003E-01  0.9749997E-01 -0.1314053E-15  0.1150000E-04   99.99999    
  3257  0.2999185      0.1632517E-02   0.000000     -0.3169738E-01 -0.2246361E-02   0.000000      0.7660000E-01   0.000000      0.8309829E-02   0.000000      0.8309829E-02   0.000000      0.8309829E-02   0.000000      0.2162000      0.1022339      0.1139661     -0.2936019E-15  0.1150000E-04   99.99999    
  3288  0.3073908      0.3698016E-02   0.000000      0.7472286E-02  0.2065499E-02   0.000000      0.1165000       0.000000      0.1069049E-01   0.000000      0.1069049E-01   0.000000      0.1069049E-01   0.000000      0.1850000      0.9627172E-01  0.8872828E-01  0.1691355E-16  0.1150000E-04   99.99999    
  3316  0.3248107      0.5409578E-02   0.000000      0.1741991E-01  0.1711562E-02   0.000000      0.1091000       0.000000      0.9627542E-02   0.000000      0.9627542E-02   0.000000      0.9627542E-02   0.000000      0.1530000      0.8034098E-01  0.7265902E-01 -0.4675080E-15  0.1150000E-04   99.99999    
  3347  0.3076208      0.6146610E-02   0.000000     -0.1718990E-01  0.7370323E-03   0.000000      0.9960000E-01   0.000000      0.2499009E-01   0.000000      0.2499009E-01   0.000000      0.2499009E-01   0.000000      0.1610000      0.9106278E-01  0.6993722E-01 -0.3035766E-15  0.1150000E-04   99.99999    
  3377  0.2503187      0.6816941E-03   0.000000     -0.5730213E-01 -0.5464916E-02   0.000000      0.2800000E-02   0.000000      0.8315031E-02   0.000000      0.8315031E-02   0.000000      0.8315031E-02   0.000000      0.1318000      0.5725202E-01  0.7454798E-01 -0.4579670E-15  0.1150000E-04   99.99999    
  3408  0.2283646      0.1899915E-03   0.000000     -0.2195406E-01 -0.4917027E-03   0.000000      0.1760000E-01   0.000000      0.9858944E-03   0.000000      0.9858944E-03   0.000000      0.9858944E-03   0.000000      0.1086000      0.3905987E-01  0.6954013E-01  0.1123233E-15  0.1150000E-04   99.99999    
  3438  0.2595453      0.1704162E-03   0.000000      0.3118067E-01 -0.1957526E-04   0.000000      0.6030000E-01   0.000000      0.3204900E-03   0.000000      0.3204900E-03   0.000000      0.3204900E-03   0.000000      0.8520000E-01  0.2881842E-01  0.5638159E-01 -0.8985326E-16  0.1150000E-04   99.99999    
  3469  0.2659981      0.5996031E-03   0.000000      0.6452732E-02  0.4291869E-03   0.000000      0.4160000E-01   0.000000      0.8931411E-03   0.000000      0.8931411E-03   0.000000      0.8931411E-03   0.000000      0.8400000E-01  0.3382494E-01  0.5017506E-01 -0.1651240E-15  0.1150000E-04   99.99999    
  3500  0.2488176      0.2336001E-03   0.000000     -0.1718043E-01 -0.3660030E-03   0.000000      0.2200000E-01   0.000000      0.1136830E-02   0.000000      0.1136830E-02   0.000000      0.1136830E-02   0.000000      0.1024000      0.3840960E-01  0.6399040E-01 -0.3886865E-16  0.1150000E-04   99.99999    
  3530  0.2120928      0.8773819E-04   0.000000     -0.3672479E-01 -0.1458619E-03   0.000000      0.1450000E-01   0.000000      0.5150061E-03   0.000000      0.5150061E-03   0.000000      0.5150061E-03   0.000000      0.1502000      0.5085564E-01  0.9934436E-01 -0.1626303E-18  0.1150000E-04   99.99999    
  3561  0.2333311      0.8578880E-04   0.000000      0.2123831E-01 -0.1949391E-05   0.000000      0.8020000E-01   0.000000      0.1726501E-03   0.000000      0.1726501E-03   0.000000      0.1726501E-03   0.000000      0.1864000      0.5879099E-01  0.1276090      0.9261797E-16  0.1150000E-04   99.99999    
  3591  0.2197133      0.1631140E-03   0.000000     -0.1361780E-01  0.7732522E-04   0.000000      0.4880000E-01   0.000000      0.3414204E-03   0.000000      0.3414204E-03   0.000000      0.3414204E-03   0.000000      0.1756000      0.6199906E-01  0.1136009      0.3271309E-15  0.1150000E-04   99.99999    
  3622  0.2142944      0.4257522E-04   0.000000     -0.5418909E-02 -0.1205388E-03   0.000000      0.5730000E-01   0.000000      0.2090135E-03   0.000000      0.2090135E-03   0.000000      0.2090135E-03   0.000000      0.2140000      0.6263044E-01  0.1513696     -0.1257403E-15  0.1150000E-04   99.99999    
  3627  0.2636318      0.1368009E-03   0.000000      0.4933736E-01  0.9422564E-04   0.000000      0.6160000E-01   0.000000      0.8644317E-05   0.000000      0.8644317E-05   0.000000      0.8644317E-05   0.000000      0.3520000E-01  0.1215977E-01  0.2304023E-01  0.4998172E-16  0.1150000E-04   99.99999    
 
 total                                                                                             6.384000       0.000000      0.4191291       0.000000      0.4191291       0.000000      0.4191291       0.000000       17.49000       5.851102       11.63890      0.3665111E-14
