pointid       X              Y                       multiplier
153    985484.726795912     123104.474520395              1.7103200E-01
154    986043.282254102     123534.132565156              1.0403400E+00
155    986150.696765292     124071.205121107              1.2899200E+00
156    987020.754305933     123394.493700609              3.9961700E+00
157    987321.514937266     123512.649662918              4.1353500E-01
158    986258.111276482     123072.250167038              4.9251900E+00
159    987675.982824194     122578.143415563              5.8710700E+00
160    987514.861057408     122717.78228011               8.3333500E+00
161    987901.553297693     121686.602972684              6.1568900E-01
162    978535.007921903     125037.93572182               1.0000000E+02
163    978696.129688688     124704.95073713               1.9816300E+00
164    977235.2923365       124468.638812511              1.0154800E+00
165    977052.687667477     125779.095849032              1.0000000E+02
166    979211.719342401     125435.369413224              1.2621100E+00
167    978782.06129764      124049.722218869              1.6274000E-01
168    977783.106343571     123781.185940894              1.5882600E+00
169    977740.140539095     122878.904046895              1.5143700E+00
170    979781.01625171      124683.467834892              3.0771000E+00
171    979437.289815901     125209.798939724              1.7823300E+01
172    976537.098013764     124823.106699439              2.8765400E+01
173    976085.957066765     125660.939886723              3.1741900E+00
174    975720.747728718     125231.281841962              2.8660500E+00
175    975430.728548504     124866.072503915              1.6771900E+00
176    976848.600096216     124124.912376702              5.1967700E+00
177    976494.132209288     123265.59628718               4.1822500E+01
178    978910.958711069     124866.072503915              9.1134100E-02
179    977890.520854761     124157.13673006               6.4257600E-01
180    978223.505839451     124425.673008035              6.0826600E+00
181    977342.706847691     123663.029978584              6.4061900E-01
182    977031.204765239     125295.730548676              1.4582400E-01
183    980382.537514375     125091.642977415              4.3705600E-01
184    980597.366536756     125832.803104628              7.9617900E-03
185    980081.776883042     123813.410294251              2.2906400E+00
186    980575.883634518     123781.185940894              5.6862800E-01
187    981360.009566206     125177.574586367              1.4496300E-01
188    983014.193038537     127175.484494506              7.6290700E-03
189    984754.308119819     125607.232631128              6.2432900E-01
190    983357.919474345     125424.627962105              5.0000000E-03
191    984313.908623939     125037.93572182               5.5324700E-02
192    983035.675940775     124565.311872583              5.0000000E-03
193    974463.997947792     124318.258496845              2.4755900E+00
194    975215.899526124     126369.875660579              4.2879200E+01
195    975892.610946622     127755.522854933              7.4628200E+01
196    983583.489947845     128410.751373194              1.5275400E+00
197    976064.474164527     123996.014963274              2.9076500E-01
198    974560.671007863     124919.77975951               5.2161200E-03
199    981542.61423523      125907.993262461              9.7542700E-02
200    975763.713533194     126982.138374363              5.0000000E-03
201    978749.836944283     126380.617111698              1.6223300E+00
202    980296.605905423     124296.775594607              2.2151400E+00
203    984593.186353034     124790.882346082              1.3330200E+00
204    987214.100426076     122041.070859611              3.6842700E-02
205    977826.072148047     124919.77975951               1.2281000E+01
206    975011.811954862     125134.608781891              1.7019300E-01
207    977761.623441333     125499.818119938              4.3369900E-01
208    979480.255620377     126423.582916174              2.7768000E+01
209    985098.034555628     124554.570421464              1.4008500E+00
210    985806.970329483     124747.916541606              4.3737200E+00
211    984765.049570938     123598.58127187               1.0000000E+02
212    980876.64426585      126552.480329602              4.4640400E-02
213    987504.11960629      121031.374454423              1.7901300E-01
214    986784.442381315     123480.425309561              1.1304600E-01
215    986891.856892505     123362.269347252              5.1927100E-01
216    987214.100426076     123168.923227109              1.8598800E+00
217    986773.700930196     123147.440324871              1.5179300E+00
218    986988.529952576     122878.904046895              3.1443700E-01
219    986472.940298863     123523.391114037              1.0500600E+01
220    986950.93487366      123496.537486239              2.6062200E-01
221    987332.256388385     122803.713889062              1.9338500E+00
222    986827.408185791     123346.157170573              7.3914400E-01
223    986698.510772363     123448.200956204              8.7946300E-01
224    986591.096261172     123313.932817216              5.7260400E-01
225    986607.208437851     122921.869851372              3.5569800E+01
226    987079.832287088     122272.012058671              1.2398500E-01
227    978459.81776407      124592.16550038               1.9451300E+01
228    978266.471643927     124957.374838427              4.3246400E+01
229    978379.256880677     125182.945311927              3.2054100E+01
230    978884.105083271     126155.046638198              1.0000000E+02
231    977407.155554405     124887.555406153              2.0445000E+01
232    978889.475808831     124377.336478                 5.6073300E+00
233    979383.582560306     124849.960327237              3.8835300E-01
234    979689.713917198     125338.696353152              3.3762200E+00
235    979695.084642758     125762.983672354              2.1943000E-01
236    978642.422433093     125902.622536901              1.2124100E+00
237    981870.22849436      126171.158814877              6.3834700E-01
238    981612.433667504     126300.056228305              5.0761400E-03
239    981231.112152778     126090.597931484              7.4278300E-02
240    980924.980795886     125682.422788961              9.3395600E-03
241    980382.537514375     125435.369413224              1.2681000E-01
242    982111.911144538     124876.813955034              5.4430200E-02
243    976730.444133906     127089.552885554              2.7094500E-01
244    975731.489179837     126530.997427364              3.3621700E+00
245    976053.732713408     126735.084998626              5.1109000E-03
246    975989.284006693     127196.967396744              4.7536500E+01
247    975473.69435298      126165.788089317              5.0444900E+01
248    976010.766908931     126230.236796032              1.2442000E+01
249    975398.504195147     124286.034143488              1.0070800E-01
250    975323.314037314     123931.56625656               1.2103600E+00
251    975484.435804099     124049.722218869              7.8936500E+01
252    975087.002112695     123684.512880822              1.7159600E+00
253    974839.948736958     123340.786445014              4.7798400E+00
254    975484.435804099     123544.874016275              1.6471700E-01
255    974421.032143316     125274.247646438              8.6104200E-03
256    974324.359083244     125091.642977415              5.0000000E-03
257    974356.583436601     124855.331052796              5.7709500E-02
258    974829.207285839     124909.038308391              3.1237000E-01
259    976397.459149216     125865.027457985              1.5401500E+00
260    976171.888675717     124382.707203559              1.4033100E+00
261    976569.322367121     124286.034143488              4.0806500E+00
262    976386.717698097     124135.653827822              1.1060400E-01
263    976827.117193977     124898.296857272              1.0010000E+01
264    977374.931201048     125424.627962105              1.4083500E+00
265    976494.132209288     128346.30266648               1.0000000E+02
266    975291.089683957     127293.640456815              2.0999300E-01
267    976859.341547335     126627.670487436              1.8587500E-02
268    984346.132977296     124167.878181179              1.0000000E+02
269    984625.41070639      127218.450298982              8.6477600E-03
270    976741.185585025     125972.441969175              1.8696200E+00
271    977385.672652167     125907.993262461              1.4135300E+00
272    981531.872784111     125639.456984485              1.3983700E+01
273    983540.524143369     124479.38026363               1.3109900E-02
274    981918.565024396     124404.190105797              1.0782500E-01
275    980264.381552066     125961.700518056              7.5634700E-03
276    982734.915309442     127691.074148219              4.1247600E-02
277    983841.284774701     124812.36524832               1.6963300E-02
