pointid    X                       Y                  reach       cond_mult              head_add
57        977103.314556373       124841.144105305       4            7.6987600E+00         -1.3000000E-04
58        977636.722538147       124971.980025363       4            2.9508000E+00         -1.3000000E-04
59        977676.979744319       125203.45896085        4            1.9379100E+00         -1.3000000E-04
60        977999.037393692       125233.651865479       4            3.1162100E+00         -1.3000000E-04
61        978371.41655078        125525.516610223       4            4.6803700E+00         -1.3000000E-04
62        978361.352249237       125897.895767311       4            7.5032600E+00         -1.3000000E-04
63        975020.004136988       122757.83368592        5            6.0095000E+01         -1.3000000E-04
64        975654.055134192       123331.498873867       5            6.6149500E+00         -1.3000000E-04
65        976117.013005166       123210.727255352       5            8.0690200E+00         -1.3000000E-04
66        976620.228082313       122767.897987463       5            8.4676600E+00         -1.3000000E-04
67        977183.828968716       122637.062067405       5            1.3048700E+00         -1.3000000E-04
68        977767.558458205       123110.084239923       5            5.4542200E+00         -1.3000000E-04
69        978341.223646152       123522.720603182       5            3.2495000E+00         -1.3000000E-04
70        979226.882181929       123965.549871071       5            7.5943600E+00         -1.3000000E-04
71        979901.190385304       124096.385791129       5            7.5631300E+00         -1.3000000E-04
72        980243.376637763       124810.951200676       5            5.1781600E+00         -1.3000000E-04
73        980897.556238053       124790.82259759        5            4.6242400E+00         -1.3000000E-04
74        981511.478632171       124921.658517648       5            7.4848800E-01         -1.3000000E-04
75        981692.636059944       125052.494437706       5            7.5178200E-01         -1.3000000E-04
76        981823.471980002       125102.815945421       5            2.2901700E+00         -1.3000000E-04
77        981833.536281545       124841.144105305       5            8.3985800E+00         -1.3000000E-04
78        981863.729186173       124559.343662103       5            5.2045800E+00         -1.3000000E-04
79        982215.979740176       124468.764948217       5            3.4411200E+00         -1.3000000E-04
80        982487.715881834       124539.215059017       5            7.1018700E+00         -1.3000000E-04
81        983484.081734583       125988.474481197       6            4.2889000E-01         -1.3000000E-04
82        984057.74692253        125787.188450339       6            9.1069100E-01         -1.3000000E-04
83        984188.582842588       125434.937896337       6            4.4958000E-01         -1.3000000E-04
84        984168.454239502       125022.301533077       6            5.5183800E-01         -1.3000000E-04
85        983967.168208644       125052.494437706       6            4.9566800E+00         -1.3000000E-04
86        983886.6537963         125304.101976279       6            4.8295700E-01         -1.3000000E-04
87        983675.303463899       125354.423483994       6            8.0344200E-01         -1.3000000E-04
88        983514.274639212       125163.201754678       6            2.0729300E+00         -1.3000000E-04
89        983443.824528412       124780.758296047       6            2.6202600E+00         -1.3000000E-04
90        986332.27907123        126703.039890745       7            1.5045400E-01         -1.3000000E-04
91        985738.485280197       126230.017718228       7            1.4485000E-01         -1.3000000E-04
92        985919.64270797        125686.54543491        7            3.2189100E-01         -1.3000000E-04
93        985718.356677112       125112.880246963       7            1.8531200E-01         -1.3000000E-04
94        985376.170424652       124690.179582161       7            2.0549100E-01         -1.3000000E-04
95        985164.820092251       124207.093108101       7            5.7733700E-01         -1.3000000E-04
96        985064.177076822       123985.678474157       7            3.4632600E-01         -1.3000000E-04
97        985295.656012309       123895.09976027        7            1.9437000E+00         -1.3000000E-04
98        985758.613883283       123874.971157184       7            4.1688300E+00         -1.3000000E-04
99        975533.283515677       129601.558735106       8            2.3294100E+02         -1.3000000E-04
100       975794.955355793       128987.636340987       8            1.4606900E+02         -1.3000000E-04
101       976106.948703623       128816.543214758       8            1.0356000E+02         -1.3000000E-04
102       976439.07065454        129048.022150245       8            2.4927100E+01         -1.3000000E-04
103       976690.678193113       128927.25053173        8            3.7769700E+01         -1.3000000E-04
104       976902.028525514       128645.450088528       8            9.6886000E+00         -1.3000000E-04
105       977224.086174888       128383.778248412       8            3.6359100E+01         -1.3000000E-04
106       977415.307904203       128263.006629897       8            1.0001400E+01         -1.3000000E-04
107       977334.79349186        127951.013282067       8            3.3699200E+01         -1.3000000E-04
108       977435.436507289       127568.569823436       8            2.7498100E+01         -1.3000000E-04
109       977908.458679806       127306.89798332        8            2.3913900E+00         -1.3000000E-04
110       978431.802360038       127216.319269434       8            4.1200100E+00         -1.3000000E-04
111       978612.95978781        127256.576475605       8            3.0586200E+00         -1.3000000E-04
112       978633.088390896       127065.35474629        8            1.1726400E+01         -1.3000000E-04
113       978582.766883182       126662.782684573       8            1.3455700E+01         -1.3000000E-04
114       978914.888834098       126531.946764515       8            3.0624900E+01         -1.3000000E-04
115       979257.075086557       126461.496653715       8            4.2202500E+00         -1.3000000E-04
116       979428.168212787       126632.589779944       8            1.4818400E+00         -1.3000000E-04
117       979649.582846731       126582.26827223        8            6.5867300E+00         -1.3000000E-04
118       979971.640496104       126340.7250352         8            3.4451500E+00         -1.3000000E-04
119       977616.593935061       130114.838113794       9            9.3638100E+00         -1.3000000E-04
120       977616.593935061       129410.33700579        9            3.5801800E+00         -1.3000000E-04
121       977505.886618089       129148.665165674       9            7.2610700E+00         -1.3000000E-04
122       977073.121651744       129017.829245616       9            3.6156000E+01         -1.3000000E-04
123       976942.285731686       128625.321485442       9            8.7965700E+00         -1.3000000E-04
124       981098.842268912       128142.235011382       10           1.0848600E+01         -1.3000000E-04
125       981129.03517354        127276.705078691       10           2.4438800E+00         -1.3000000E-04
126       981672.507456858       126803.682906174       10           8.8055000E+00         -1.3000000E-04
127       985869.321200255       130054.452304537       11           2.9404000E-01         -1.3000000E-04
128       985748.54958174        129329.822593447       11           3.9813300E-01         -1.3000000E-04
129       985386.234726195       128776.286008586       11           1.0504800E+00         -1.3000000E-04
130       985124.562886079       128182.492217554       11           1.4080500E-01         -1.3000000E-04
131       984742.119427448       127800.048758923       11           2.3809500E-01         -1.3000000E-04
132       983936.975304015       127779.920155837       11           1.4741800E+00         -1.3000000E-04
133       983484.081734583       127890.627472809       11           2.7433600E+00         -1.3000000E-04
134       982980.866657437       127810.113060466       11           2.2879800E+00         -1.3000000E-04
135       982467.587278749       127649.084235779       11           2.7682100E+01         -1.3000000E-04
136       982226.044041718       127236.447872519       11           5.8125100E+01         -1.3000000E-04
137       981944.243598517       126914.390223146       11           1.8240700E+01         -1.3000000E-04
138       981702.700361487       126542.011066058       11           7.0161900E-01         -1.3000000E-04
139       984530.769095047       129551.237227391       12           7.1522700E-01         -1.3000000E-04
140       984671.669316648       128886.993325558       12           1.2079500E-01         -1.3000000E-04
141       984742.119427448       128303.263836069       12           6.7984500E-01         -1.3000000E-04
142       984440.190381161       128071.784900582       12           1.2946400E+00         -1.3000000E-04
143       983936.975304015       127800.048758923       12           1.4331700E+00         -1.3000000E-04
144       983494.146036126       128786.350310129       13           5.3975500E-01         -1.3000000E-04
145       983423.695925326       127951.013282067       13           5.9474900E+00         -1.3000000E-04
146       982044.886613946       128252.942328354       14           1.6400000E+01         -1.3000000E-04
147       982256.236946347       127488.055411092       14           1.6156900E+01         -1.3000000E-04
