 point             x              y          zone  nugget  sill           a         hanis     bearing
 PP171            3381.563       5624.077      23  0.0     1.0            553.156   1.8       45
 PP172            3547.824       5457.816      23  0.0     1.0            537.367   1.8       45
 PP173            4187.288       5662.445      23  0.0     1.0            489.737   1.8       45
 PP174            4583.755       5419.448      23  0.0     1.0            549.463   1.8       45
 PP175            4583.755       5048.559      23  0.0     1.0            602.244   1.8       45
 PP176            4174.498       5202.031      23  0.0     1.0            532.754   1.8       45
 PP177            3176.935       5048.559      23  0.0     1.0            668.932   1.8       45
 PP178            3739.663       5099.716      23  0.0     1.0            627.801   1.8       45
 PP179            2933.938       6110.070      23  0.0     1.0            657.348   1.8       45
 PP180            3240.881       6135.648      23  0.0     1.0            607.342   1.8       45
 PP181            3611.770       6148.437      23  0.0     1.0            601.841   1.8       45
 PP182            3969.870       6148.437      23  0.0     1.0            570.038   1.8       45
 PP183            4647.702       5649.656      23  0.0     1.0            559.171   1.8       45
 PP184            4558.177       5918.230      23  0.0     1.0            597.162   1.8       45
 PP185            4404.706       6199.595      23  0.0     1.0            623.848   1.8       45
 PP186            4404.706       6378.645      23  0.0     1.0            628.432   1.8       45
 PP187            4123.341       6404.223      23  0.0     1.0            607.701   1.8       45
 PP188            3854.766       6455.380      23  0.0     1.0            638.352   1.8       45
 PP189            3535.034       6404.223      23  0.0     1.0            639.106   1.8       45
 PP190            3304.827       6429.802      23  0.0     1.0            628.626   1.8       45
 PP191            2946.727       6442.591      23  0.0     1.0            679.740   1.8       45
 PP192            3087.410       6634.430      23  0.0     1.0            694.098   1.8       45
 PP193            3394.352       7069.266      23  0.0     1.0            910.039   1.8       45
 PP194            3483.877       6711.166      23  0.0     1.0            723.705   1.8       45
 PP195            3905.924       6851.848      23  0.0     1.0            818.791   1.8       45
 PP196            4327.970       6749.534      23  0.0     1.0            758.376   1.8       45
 PP197            4941.855       5943.809      23  0.0     1.0            751.669   1.8       45
 PP198            2690.942       6225.173      23  0.0     1.0            688.856   1.8       45
 PP199            2396.788       5982.177      23  0.0     1.0            703.868   1.8       45
 PP200            2652.574       5675.234      23  0.0     1.0            689.837   1.8       45
 PP201            2626.995       5432.238      23  0.0     1.0            723.254   1.8       45
 PP202            4993.012       5675.234      23  0.0     1.0            648.168   1.8       45
 PP203            6412.623       2618.596      23  0.0     1.0            962.184   1.8       45
 PP204            5875.473       1109.461      23  0.0     1.0            842.996   1.8       45
 PP205            6821.880       3437.110      23  0.0     1.0            909.289   1.8       45
 PP206            4724.438       8373.772      23  0.0     1.0           1142.201   1.8       45
 PP207            1757.324       2925.539      23  0.0     1.0            838.979   1.8       45
 PP208            1092.282       2746.489      23  0.0     1.0            706.717   1.8       45
 PP209            1936.374       3309.217      23  0.0     1.0            763.062   1.8       45
 PP210             715.229       9766.393      23  0.0     1.0           1290.782   1.8       45
 PP211             698.621       9317.987      23  0.0     1.0           1044.603   1.8       45
 PP212            1612.041       9633.532      23  0.0     1.0           1158.287   1.8       45
 PP213            1147.027       9583.709      23  0.0     1.0           1064.965   1.8       45
 PP214            1147.027       9068.872      23  0.0     1.0            997.910   1.8       45
 PP215             947.736       8670.289      23  0.0     1.0           1052.404   1.8       45
 PP216             432.899       8437.782      23  0.0     1.0           1208.191   1.8       45
 PP217            1296.496       8022.591      23  0.0     1.0           1071.088   1.8       45
 PP218             765.052       7839.907      23  0.0     1.0           1072.628   1.8       45
 PP219             366.468       7125.778      23  0.0     1.0           1049.380   1.8       45
 PP220             200.392       7590.792      23  0.0     1.0           1204.989   1.8       45
 PP221             715.229       7325.070      23  0.0     1.0            966.776   1.8       45
 PP222             814.875       6777.018      23  0.0     1.0            942.407   1.8       45
 PP223            1163.635       6561.118      23  0.0     1.0            901.025   1.8       45
 PP224            1445.965       7125.778      23  0.0     1.0           1023.311   1.8       45
 PP225             549.152       6561.118      23  0.0     1.0            937.725   1.8       45
 PP226            1844.548       7291.854      23  0.0     1.0            999.541   1.8       45
 PP227            2093.663       8055.806      23  0.0     1.0            927.628   1.8       45
 PP228            2375.993       7922.945      23  0.0     1.0            898.320   1.8       45
 PP229            2542.069       8819.757      23  0.0     1.0           1100.042   1.8       45
 PP230            3123.337       8587.250      23  0.0     1.0           1104.718   1.8       45
 PP231            3272.805       9019.049      23  0.0     1.0           1172.819   1.8       45
 PP232            2425.816       9317.987      23  0.0     1.0           1175.356   1.8       45
 PP233            1927.586       9650.139      23  0.0     1.0           1232.723   1.8       45
 PP234            3472.097       9600.316      23  0.0     1.0           1475.877   1.8       45
 PP235            3920.503       9151.910      23  0.0     1.0           1176.436   1.8       45
 PP236            4833.924       9401.025      23  0.0     1.0           1196.268   1.8       45
 PP237            5083.038       9666.747      23  0.0     1.0           1278.013   1.8       45
 PP238            5564.660       9301.379      23  0.0     1.0            983.804   1.8       45
 PP239            4601.417       9052.264      23  0.0     1.0           1129.249   1.8       45
 PP240            5249.115       8686.896      23  0.0     1.0           1092.979   1.8       45
 PP241            5780.559       8221.882      23  0.0     1.0            951.679   1.8       45
 PP242            5215.899       7756.868      23  0.0     1.0           1026.044   1.8       45
 PP243            4352.302       7939.552      23  0.0     1.0            945.204   1.8       45
 PP244            4153.010       8437.782      23  0.0     1.0           1003.978   1.8       45
 PP245            3671.389       7856.514      23  0.0     1.0            936.420   1.8       45
 PP246            2890.830       7258.639      23  0.0     1.0            927.990   1.8       45
 PP247            3372.451       7740.261      23  0.0     1.0            981.238   1.8       45
 PP248            3937.111       7341.677      23  0.0     1.0            947.678   1.8       45
 PP249            4618.024       7158.993      23  0.0     1.0            893.908   1.8       45
 PP250            5132.861       7524.361      23  0.0     1.0            964.751   1.8       45
 PP251            4667.847       7308.462      23  0.0     1.0            885.076   1.8       45
 PP252            5531.445       6610.941      23  0.0     1.0            848.653   1.8       45
 PP253            5548.052       6710.587      23  0.0     1.0            831.916   1.8       45
 PP254            5730.736       7408.108      23  0.0     1.0            933.810   1.8       45
 PP255            6096.104       7142.386      23  0.0     1.0            857.455   1.8       45
 PP256            5880.205       6943.094      23  0.0     1.0            823.119   1.8       45
 PP257            5166.076       6959.702      23  0.0     1.0            885.420   1.8       45
 PP258            5747.344       6527.903      23  0.0     1.0            816.452   1.8       45
 PP259            6046.281       6129.320      23  0.0     1.0            797.101   1.8       45
 PP260            6029.674       5747.344      23  0.0     1.0            727.429   1.8       45
 PP261            6511.295       5597.875      23  0.0     1.0            691.234   1.8       45
 PP262            6660.764       5747.344      23  0.0     1.0            690.688   1.8       45
 PP263            6909.879       5564.660      23  0.0     1.0            613.896   1.8       45
 PP264            7042.740       5431.799      23  0.0     1.0            634.177   1.8       45
 PP265            7707.045       5581.267      23  0.0     1.0            630.113   1.8       45
 PP266            7989.375       5763.951      23  0.0     1.0            638.408   1.8       45
 PP267            8321.528       5747.344      23  0.0     1.0            591.735   1.8       45
 PP268            8670.289       5564.660      23  0.0     1.0            655.407   1.8       45
 PP269            8936.011       5979.851      23  0.0     1.0            931.245   1.8       45
 PP270            8470.997       6295.396      23  0.0     1.0            858.770   1.8       45
 PP271            8703.504       6644.156      23  0.0     1.0            870.080   1.8       45
 PP272            8869.580       7158.993      23  0.0     1.0            778.673   1.8       45
 PP273            8720.112       7225.424      23  0.0     1.0            790.418   1.8       45
 PP274            8454.389       6976.309      23  0.0     1.0            846.813   1.8       45
 PP275            9234.948       7026.132      23  0.0     1.0            977.793   1.8       45
 PP276            9168.518       7408.108      23  0.0     1.0            824.671   1.8       45
 PP277            9002.441       7806.691      23  0.0     1.0            799.391   1.8       45
 PP278            9168.518       7956.160      23  0.0     1.0            912.271   1.8       45
 PP279            8537.427       8437.782      23  0.0     1.0           1005.381   1.8       45
 PP280            8155.452       8936.011      23  0.0     1.0            911.073   1.8       45
 PP281            8803.150       9234.948      23  0.0     1.0            979.259   1.8       45
 PP282            8172.059       9301.379      23  0.0     1.0            784.278   1.8       45
 PP283            7839.907       9284.771      23  0.0     1.0            748.255   1.8       45
 PP284            7590.792       9567.101      23  0.0     1.0            806.892   1.8       45
 PP285            7142.386       9052.264      23  0.0     1.0            872.995   1.8       45
 PP286            6594.334       9533.886      23  0.0     1.0            947.555   1.8       45
 PP287            5996.458       9600.316      23  0.0     1.0           1054.721   1.8       45
 PP288            6743.802       9650.139      23  0.0     1.0            962.209   1.8       45
 PP289            7208.816       9450.848      23  0.0     1.0            817.407   1.8       45
 PP290            7491.146       9417.632      23  0.0     1.0            788.013   1.8       45
 PP291            7906.337       9749.785      23  0.0     1.0            911.620   1.8       45
 PP292            8188.667       9733.178      23  0.0     1.0            935.085   1.8       45
 PP293            6328.611       9168.518      23  0.0     1.0            892.703   1.8       45
 PP294            6046.281       8653.681      23  0.0     1.0            835.519   1.8       45
 PP295            5747.344       8703.504      23  0.0     1.0            880.834   1.8       45
 PP296            7175.601       8819.757      23  0.0     1.0            892.142   1.8       45
 PP297            7507.754       8487.605      23  0.0     1.0            936.098   1.8       45
 PP298            7258.639       7673.830      23  0.0     1.0            816.464   1.8       45
 PP299            6810.233       8138.844      23  0.0     1.0            854.991   1.8       45
 PP300            7109.170       8105.629      23  0.0     1.0            823.738   1.8       45
 PP301            7474.538       7922.945      23  0.0     1.0            873.180   1.8       45
 PP302            6411.649       7557.577      23  0.0     1.0            874.234   1.8       45
 PP303            6727.195       7408.108      23  0.0     1.0            821.107   1.8       45
 PP304            6876.663       7092.563      23  0.0     1.0            840.964   1.8       45
 PP305            6428.257       6245.573      23  0.0     1.0            811.164   1.8       45
 PP306            6826.840       6494.688      23  0.0     1.0            880.154   1.8       45
 PP307            6627.549       6677.372      23  0.0     1.0            833.375   1.8       45
 PP308            2757.969       6777.018      23  0.0     1.0            840.824   1.8       45
 PP309            2292.955       6544.511      23  0.0     1.0            868.764   1.8       45
 PP310            2010.625       6710.587      23  0.0     1.0            941.298   1.8       45
 PP311            2259.739       6145.927      23  0.0     1.0            797.930   1.8       45
 PP312            1612.041       6295.396      23  0.0     1.0            927.217   1.8       45
 PP313             914.520       6029.674      23  0.0     1.0            747.152   1.8       45
 PP314             200.392       5730.736      23  0.0     1.0           1131.665   1.8       45
 PP315             831.482       5597.875      23  0.0     1.0            787.774   1.8       45
 PP316            1429.357       5415.191      23  0.0     1.0            757.877   1.8       45
 PP317            1827.941       5381.976      23  0.0     1.0            787.221   1.8       45
 PP318            2326.170       5298.938      23  0.0     1.0            724.900   1.8       45
 PP319            2176.701       5000.000      23  0.0     1.0            796.022   1.8       45
 PP320            2708.146       4767.493      23  0.0     1.0            690.522   1.8       45
 PP321            3040.298       4966.785      23  0.0     1.0            681.489   1.8       45
 PP322            3389.059       4833.924      23  0.0     1.0            696.014   1.8       45
 PP323            3804.250       4800.708      23  0.0     1.0            624.926   1.8       45
 PP324            4302.479       4717.670      23  0.0     1.0            658.319   1.8       45
 PP325            4717.670       4800.708      23  0.0     1.0            654.874   1.8       45
 PP326            1994.017       4568.201      23  0.0     1.0            708.918   1.8       45
 PP327            1379.534       4983.392      23  0.0     1.0            772.231   1.8       45
 PP328            1578.826       4750.885      23  0.0     1.0            762.193   1.8       45
 PP329            1578.826       4651.240      23  0.0     1.0            782.444   1.8       45
 PP330             947.736       5066.431      23  0.0     1.0            848.643   1.8       45
 PP331             598.975       5000.000      23  0.0     1.0            947.263   1.8       45
 PP332             748.444       4534.986      23  0.0     1.0            887.579   1.8       45
 PP333             549.152       4202.833      23  0.0     1.0            855.643   1.8       45
 PP334             399.684       4020.149      23  0.0     1.0            895.068   1.8       45
 PP335            1014.166       4003.542      23  0.0     1.0            842.515   1.8       45
 PP336            1578.826       3920.503      23  0.0     1.0            753.887   1.8       45
 PP337            2027.232       4169.618      23  0.0     1.0            594.094   1.8       45
 PP338            2060.448       3870.680      23  0.0     1.0            653.765   1.8       45
 PP339            2459.031       4153.010      23  0.0     1.0            621.370   1.8       45
 PP340            2741.361       4285.871      23  0.0     1.0            603.257   1.8       45
 PP341            2824.399       3920.503      23  0.0     1.0            627.028   1.8       45
 PP342            3289.413       4153.010      23  0.0     1.0            681.689   1.8       45
 PP343            3339.236       3687.996      23  0.0     1.0            666.387   1.8       45
 PP344            3040.298       3953.719      23  0.0     1.0            619.280   1.8       45
 PP345            3007.083       3671.389      23  0.0     1.0            672.623   1.8       45
 PP346            3306.021       3189.767      23  0.0     1.0            771.642   1.8       45
 PP347            3073.514       2841.007      23  0.0     1.0            840.832   1.8       45
 PP348            2326.170       3372.451      23  0.0     1.0            834.317   1.8       45
 PP349            1794.725       3040.298      23  0.0     1.0            824.271   1.8       45
 PP350            1479.180       3422.274      23  0.0     1.0            769.624   1.8       45
 PP351             682.013       3339.236      23  0.0     1.0            797.448   1.8       45
 PP352            1047.382       3139.944      23  0.0     1.0            744.310   1.8       45
 PP353            1063.989       2890.830      23  0.0     1.0            710.955   1.8       45
 PP354             266.822       3173.160      23  0.0     1.0            960.494   1.8       45
 PP355             349.861       2841.007      23  0.0     1.0            914.757   1.8       45
 PP356             980.951       2608.500      23  0.0     1.0            690.757   1.8       45
 PP357             632.191       2475.639      23  0.0     1.0            735.525   1.8       45
 PP358             615.583       2193.309      23  0.0     1.0            725.663   1.8       45
 PP359             848.090       1944.194      23  0.0     1.0            699.054   1.8       45
 PP360             383.076       1728.295      23  0.0     1.0            921.918   1.8       45
 PP361             798.267       1313.104      23  0.0     1.0            883.856   1.8       45
 PP362             665.406        615.583      23  0.0     1.0            934.710   1.8       45
 PP363             -15.507        831.482      23  0.0     1.0           1396.535   1.8       45
 PP364             881.305        682.013      23  0.0     1.0            891.660   1.8       45
 PP365             715.229        167.177      23  0.0     1.0           1239.166   1.8       45
 PP366            1761.510        582.368      23  0.0     1.0            881.787   1.8       45
 PP367            2176.701        366.468      23  0.0     1.0            954.635   1.8       45
 PP368            2359.385       1047.382      23  0.0     1.0            830.506   1.8       45
 PP369            1661.864       1512.395      23  0.0     1.0            819.224   1.8       45
 PP370            2475.639       1994.017      23  0.0     1.0            750.196   1.8       45
 PP371            2492.246       2209.916      23  0.0     1.0            755.969   1.8       45
 PP372            2176.701       2542.069      23  0.0     1.0            820.013   1.8       45
 PP373            3422.274       2425.816      23  0.0     1.0            866.391   1.8       45
 PP374            3671.389       2525.462      23  0.0     1.0            833.589   1.8       45
 PP375            4269.264       2940.653      23  0.0     1.0            740.696   1.8       45
 PP376            4601.417       3704.604      23  0.0     1.0            700.845   1.8       45
 PP377            5365.368       4119.795      23  0.0     1.0            712.994   1.8       45
 PP378            4800.708       3887.288      23  0.0     1.0            739.776   1.8       45
 PP379            5315.545       3571.743      23  0.0     1.0            790.470   1.8       45
 PP380            4734.278       3173.160      23  0.0     1.0            748.436   1.8       45
 PP381            5631.090       3106.729      23  0.0     1.0            860.359   1.8       45
 PP382            4900.354       3422.274      23  0.0     1.0            750.266   1.8       45
 PP383            5116.253       3472.097      23  0.0     1.0            794.251   1.8       45
 PP384            5398.583       2874.222      23  0.0     1.0            829.500   1.8       45
 PP385            4568.201       2442.423      23  0.0     1.0            732.741   1.8       45
 PP386            5249.115       2641.715      23  0.0     1.0            765.209   1.8       45
 PP387            4900.354       2724.753      23  0.0     1.0            730.740   1.8       45
 PP388            4701.062       2077.055      23  0.0     1.0            823.928   1.8       45
 PP389            4219.441       2027.232      23  0.0     1.0            844.476   1.8       45
 PP390            3787.642       1445.965      23  0.0     1.0            861.500   1.8       45
 PP391            3903.896        864.697      23  0.0     1.0            866.465   1.8       45
 PP392            3920.503       1977.409      23  0.0     1.0            861.503   1.8       45
 PP393            4153.010       2691.538      23  0.0     1.0            752.905   1.8       45
 PP394            3737.819       3538.528      23  0.0     1.0            748.206   1.8       45
 PP395            5000.000       2508.854      23  0.0     1.0            727.966   1.8       45
 PP396            4385.517       3588.351      23  0.0     1.0            732.853   1.8       45
 PP397            4402.125       3970.326      23  0.0     1.0            677.066   1.8       45
 PP398            3721.212        980.951      23  0.0     1.0            856.442   1.8       45
