233	0
234	0
235	0
236	0.0004
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0.0002
259	0
260	0
261	0
262	0.0076
263	0.0002
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0.0082
273	0.0002
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0.0002
282	0
283	0
284	0
285	0.0022
286	0.0004
287	0
288	0
289	0
290	0
291	0
292	0.0002
293	0
294	0.008
295	0
296	0
297	0
298	0
299	0
300	0
301	0.0002
302	0
303	0
304	0
305	0.0018
306	0
307	0.0014
308	0
309	0.0002
310	0
311	0.0004
312	0.0004
313	0
314	0
315	0
316	0
317	0.0002
318	0.0192
319	0
320	0
321	0.0008
322	0.001
323	0
324	0.0002
325	0.0026
326	0
327	0.0078
328	0.0072
329	0.0034
330	0.0006
331	0.0014
332	0
333	0
334	0.0016
335	0
336	0.0068
337	0.0062
338	0.0002
339	0.0002
340	0.01
341	0.0136
342	0.0074
343	0.0002
344	0.0002
345	0.0002
346	0.0002
347	0.0002
348	0.0002
349	0.0002
350	0.0002
351	0
352	0
353	0.0002
354	0.0068
355	0.0078
356	0.0772
357	0.0086
358	0.0062
359	0.0236
360	0.01
361	0.0104
362	0.0038
363	0.0008
364	0
365	0
366	0
367	0.0058
368	0.001
369	0.001
370	0.0068
371	0.0086
372	0.0044
373	0
374	0.0002
375	0.004
376	0.0098
377	0.0154
378	0.0078
379	0
380	0.0002
381	0.0002
382	0.0048
383	0
384	0.0088
385	0
386	0.0002
387	0
388	0.0002
389	0.0012
390	0.0042
391	0.0004
392	0.0018
393	0.0024
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0.0032
404	0.041
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0.0018
417	0
418	0
419	0
420	0.0024
421	0
422	0
423	0
424	0
425	0.001
426	0.0454
427	0.0288
428	0.0106
429	0.0146
430	0.0016
431	0.0026
432	0.0018
433	0.0022
434	0.0016
435	0
436	0.0002
437	0
438	0
439	0
440	0
441	0.0034
442	0
443	0
444	0
445	0.0002
446	0.0002
447	0
448	0.0002
449	0.0006
450	0.0016
451	0.013
452	0.001
453	0.0002
454	0
455	0
456	0
457	0
458	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0.0006
487	0.0004
488	0.0002
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0.0002
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0.0002
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0.0002
628	0
629	0
630	0.0656
631	0.0004
632	0.0002
633	0
634	0
635	0
636	0
637	0.0104
638	0.0444
639	0.0002
640	0
641	0
642	0.0002
643	0
644	0.0028
645	0.0176
646	0
647	0.0002
648	0
649	0.0014
650	0.002
651	0.0004
652	0
653	0.0002
654	0.0008
655	0.001
656	0.0002
657	0.0168
658	0.0126
659	0.002
660	0.002
661	0
662	0.0002
663	0
664	0.0002
665	0
666	0.0002
667	0
668	0
669	0
670	0
671	0
672	0
673	0.0002
674	0.0484
675	0.017
676	0.0082
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0.0108
688	0
689	0.0002
690	0.0002
691	0
692	0
693	0
694	0
695	0
696	0.0002
697	0
698	0
699	0
700	0
701	0.0002
702	0
703	0
704	0.0002
705	0.0002
706	0
707	0.0002
708	0.0002
709	0
710	0.0086
711	0.0868
712	0.0342
713	0.0098
714	0.0038
715	0.0098
716	0.0048
717	0.0664
718	0.0024
719	0
720	0
721	0.0006
722	0.0034
723	0.0166
724	0.0014
725	0
726	0.0002
727	0
728	0
729	0.0002
730	0.0002
731	0.001
