icpl     elevation      conductance     reach
3369     142.86938477    21.7900587  1
3371     143.59378052    22.8842539  1
3372     143.91931152    22.8933683  1
3373     143.55433655    22.9724867  1
3374     143.19950867    22.6179328  1
3375     142.81011963    22.1164249  1
3379     141.66189575    20.8306860  1
3380     142.06065369    21.3296473  1
3381     141.77708435    20.9981566  1
3382     141.35147095    20.9082229  1
3383     141.20858765    21.2323949  1
3423     124.18763733    26.1642089  1
3424     123.81753540    25.7502195  1
3431     123.07929993    25.5883327  1
3432     122.70878601    25.9208132  1
3435     122.33508301    26.5102277  1
3436     121.95627594    27.2274540  1
3441     121.42705536    27.8095028  1
3443     121.40378571    27.6404152  1
3444     121.02072144    27.8101201  1
3447     120.63170624    27.5726471  1
3448     120.25042725    27.0876078  1
3455     119.90151215    26.4859420  1
3456     119.61042786    26.0144060  1
3459     119.32991791    25.9638640  1
3462     118.94729614    25.7886425  1
3463     118.55519104    25.8848974  1
3468     117.96264648    26.4017979  1
3469     117.66700745    26.9975706  1
3472     117.36540985    27.7193021  1
3474     117.26510620    27.8393393  1
3475     116.87754822    28.5049640  1
3488     116.20101166    28.9191438  1
3489     115.89495850    28.9459620  1
3492     115.58674622    28.5875125  1
3493     115.27692413    28.0794555  1
3498     114.65421295    27.4612623  1
3499     114.33720398    26.9270002  1
3506     114.44267273    26.9423923  1
3509     114.08169556    26.6426181  1
3510     113.71822357    26.6508039  1
3523     112.98375702    26.8066739  1
3524     112.61254120    27.4962569  1
3527     112.24895477    28.2549270  1
3528     111.90277100    28.8016459  1
3533     111.20854187    29.3553941  1
3534     110.86061096    29.8202246  1
3537     110.51216888    29.9717181  1
3538     110.18052673    29.8577109  1
3549     108.97172546    28.8315049  1
3554     107.76271057    30.5777035  1
3556     107.89952850    29.4463238  1
3557     107.86071777    28.9688960  1
3558     107.41826630    29.5642149  1
3559     107.17255402    29.9507347  1
3560     106.71498108    30.5399317  1
3563     109.65287781    29.5707593  1
3564     109.39402771    29.2232739  1
3567     109.13790894    28.9611214  1
3568     108.88316345    28.8611911  1
3578     105.41850281    30.8219668  1
3579     105.93222809    30.9564689  1
3580     105.84342957    30.9587473  1
3581     105.46980286    30.5607345  1
1270     155.52236938    1.51686262  2
1272     154.78224182    1.94807400  2
1273     155.20268250    1.73920128  2
1274     154.88928223    1.91056783  2
1277     156.68557739    1.08532220  2
1278     157.09468079    1.00127799  2
1279     156.74327087    1.04535631  2
1282     155.97956848    1.21290509  2
1283     155.60957336    1.41857387  2
1291     154.18037415    2.00180623  2
1292     153.88221741    2.00345174  2
1295     153.56172180    2.00314440  2
1296     153.23962402    2.04276111  2
1301     152.58436584    2.14459965  2
1302     152.25610352    2.30849779  2
1305     151.87274170    2.51182836  2
1307     151.93804932    2.55783542  2
1308     151.60000610    2.76103687  2
1321     150.83131409    2.91559048  2
1322     150.44529724    3.00211903  2
1329     150.54914856    3.01130029  2
1332     150.18405151    3.01888976  2
1334     150.17329407    3.01389113  2
1335     149.80624390    3.00021681  2
1340     149.00823975    3.02707196  2
1343     149.05787659    3.06462591  2
1344     148.65611267    3.17186859  2
1347     148.24130249    3.35294307  2
1349     148.29792786    3.45948646  2
1350     147.88652039    3.67198819  2
1462     147.91566467    3.77055932  2
1469     147.22166443    3.92258742  2
1470     146.88406372    4.00390440  2
1473     146.53788757    4.01798703  2
1475     146.56040955    4.02282964  2
1476     146.22366333    4.00488590  2
1481     145.57244873    4.02515449  2
1482     145.25161743    4.11898344  2
1485     144.93038940    4.29482915  2
1486     144.60864258    4.52402409  2
1493     143.96855164    4.75252957  2
1494     143.64738464    4.92348142  2
1497     143.32658386    5.00688199  2
1498     143.00633240    5.01720295  2
1503     142.16169739    5.00380905  2
1506     142.15988159    5.00921744  2
1507     141.72332764    5.02960328  2
1509     141.71112061    5.10218550  2
1512     141.28555298    5.20253179  2
1516     141.10411072    5.35079892  2
1518     140.95037842    5.55070250  2
1521     140.82901001    5.74586237  2
1522     140.34501648    5.87326173  2
1524     140.21723938    6.00667974  2
1645     140.14982605    6.08805634  2
1652     139.28143311    6.10590271  2
1654     138.95700073    6.09620288  2
1655     138.74923706    6.05197970  2
1658     138.48187256    6.02224884  2
1660     138.38284302    6.07214143  2
1663     137.99647522    6.06219203  2
1664     137.73205566    6.16744754  2
1669     137.15771484    6.40180325  2
1676     137.05950928    6.54695934  2
1677     136.67478943    6.78956357  2
1680     136.36970520    6.96008129  2
1681     136.06427002    7.01497478  2
1691     135.16586304    7.01814757  2
1694     134.81555176    7.09907929  2
1695     134.46473694    7.24776921  2
1700     133.75016785    7.45618677  2
1701     133.38543701    7.68953313  2
1703     133.04258728    8.17415372  2
1704     133.07005310    8.03372515  2
1705     132.76594543    8.21920223  2
1706     135.45285034    7.00852528  2
1707     135.14935303    7.02652595  2
1719     132.29849243    8.27662645  2
1720     131.93713379    8.29275712  2
1723     131.60272217    8.23101229  2
1724     131.27137756    8.12500920  2
1729     130.62205505    8.03303356  2
1730     130.32788086    8.00627751  2
1732     130.20785522    8.04558649  2
1735     129.83924866    8.14910745  2
1736     129.56266785    8.37627107  2
1749     129.04017639    8.66386808  2
1750     128.79907227    8.94000434  2
1757     128.61218262    9.03352156  2
1760     128.24185181    9.17173588  2
1761     127.87338257    9.18511273  2
1766     127.29563904    9.11311705  2
1768     127.25073242    9.11552219  2
1769     126.90371704    9.02698120  2
1772     126.55737305    9.02275447  2
1773     126.21058655    9.15995172  2
1786     125.65942383    9.42029965  2
1787     125.34574890    9.74308102  2
1790     125.03036499    10.0516935  2
1791     124.71384430    10.2654303  2
1796     124.03490448    10.3719501  2
1797     123.63904572    10.3512637  2
1800     123.34184265    10.2674808  2
1801     123.05781555    10.1033647  2
1810     121.71968079    10.7997896  2
1815     120.83704376    10.9964884  2
1816     120.33828735    11.1021730  2
1817     120.51295471    11.0515324  2
1818     119.99619293    11.0030787  2
1819     120.05545807    11.0712060  2
1821     122.35668182    10.1177538  2
1822     122.04370880    10.1766751  2
1823     122.51847076    10.0087753  2
1825     121.79590607    10.3807793  2
1826     121.55549622    10.7197188  2
1838     118.73722076    11.5404714  2
1839     118.18402863    11.8173606  2
1840     118.99983978    11.0439425  2
1841     118.73526001    11.2052209  2
1844     118.48886871    11.5092919  2
1850     117.45323944    12.0495540  2
1851     117.13285065    12.1961390  2
1854     116.81497955    12.2115453  2
1855     116.49938202    12.1622690  2
1865     116.06570435    12.0490508  2
1868     115.83982086    12.1654328  2
1869     115.40920258    12.1537627  2
1872     115.23652649    12.2744880  2
1873     115.09064484    12.5262595  2
1875     114.84571838    12.7447335  2
1880     114.56913757    12.9797795  2
1887     114.23275757    13.1235324  2
1888     113.70044708    13.1947424  2
1891     113.37372589    13.1833383  2
1893     113.36968994    13.1174160  2
1894     112.90527344    13.0442841  2
1897     112.90147400    13.0180006  2
1904     112.52159882    13.0559281  2
1906     112.03302002    13.2185316  2
1907     112.04551697    13.4482652  2
2031     111.38140106    13.7531723  2
2033     111.68189240    14.1197697  2
2036     110.77936554    14.3569721  2
2039     111.11810303    14.6194511  2
2040     110.37083435    14.8679863  2
2042     110.52101898    14.9351571  2
2047     109.83957672    14.8741373  2
2054     109.47418213    14.7319877  2
2055     109.04861450    14.4751252  2
2057     108.94142151    14.2706251  2
2060     108.60946655    14.0486252  2
2061     108.32830048    14.1371475  2
2063     108.59603882    14.0674722  2
2064     108.28948975    14.1593527  2
2073     106.86313629    15.3636093  2
2076     105.80738831    15.0624060  2
2077     105.36038208    15.0348745  2
2078     105.41987610    15.1767044  2
2080     104.90682220    15.3762180  2
2081     104.44629669    15.9790904  2
2086     107.59757233    14.5636800  2
2087     107.23598480    15.1343589  2
2088     106.96956635    15.5302063  2
2089     106.31630707    15.5735226  2
2090     106.76570129    15.6109059  2
2100     103.73176575    16.5686085  2
2101     103.55423737    17.0410096  2
2104     103.45330811    16.9705988  2
2106     103.13768005    17.0621554  2
2107     102.71176910    16.6579233  2
2112     102.47946930    16.2207019  2
2113     102.54695892    16.1873221  2
2120     101.72594452    16.8916625  2
2123     101.32280731    17.3171800  2
2125     101.38003540    17.7989109  2
2126     100.87449646    17.6566696  2
2129     101.02288818    17.7293222  2
2136     100.39961243    17.1621720  2
2137     100.78137970    17.2128391  2
2139      99.92277527    18.0431138  2
2142     100.41922760    18.7322682  2
2392      99.17133331    19.1961468  2
2393      98.92664337    18.9290810  2
2395      98.69334412    18.4346595  2
2400      99.37758636    18.0723669  2
2403      97.86891937    18.7862220  2
2404      98.89804840    20.0414954  2
2406      97.43084717    20.9360364  2
2409      98.41815948    21.5403965  2
2413      96.99398804    19.8232397  2
2414      96.91487122    22.6145087  2
2416      96.53025055    23.8163935  2
2419      96.99343872    28.1289798  2
2429      96.93178558    34.0203303  2
2162      92.95631409    44.1989410  3
2164      91.04825592    45.2290798  3
2165      91.45989227    44.3239085  3
2166      91.30890656    45.0761792  3
2167      90.90287781    45.8289979  3
2168      90.85562134    45.9796428  3
2171      91.30867767    44.3375587  3
2173      91.78815460    44.3428775  3
2178      92.62166595    44.6136931  3
2180      92.37626648    44.9711478  3
2183      92.14665985    44.8434812  3
2185      91.85453033    44.2173077  3
2190      90.46047974    45.7857743  3
2191      90.74297333    45.6407823  3
2193      90.68501282    45.7663441  3
2196      90.29386902    46.0798115  3
2199      90.96051025    46.5128907  3
2200      90.07701111    46.8129074  3
2202      90.59310913    46.9920886  3
2207      90.82277679    46.7930872  3
2214      90.06117249    46.5373014  3
2216      89.72788239    46.2494451  3
2219      89.56758881    45.8161403  3
2220      91.08982849    45.9364765  3
2222      90.95513153    45.8932978  3
2238      86.42504883    49.6795905  3
2239      85.75097656    49.6191396  3
2242      85.61947632    49.6804588  3
2243      85.50241852    49.8106522  3
2250      85.22930145    50.0872578  3
2251      85.57999420    50.4441610  3
2254      85.84234619    50.7880199  3
2429      96.93178558    34.0203303  3
2430      97.05606842    34.2778913  3
2432      96.69277191    33.8944218  3
2435      96.67712402    33.8501397  3
2436      96.80047607    34.8229040  3
2449      93.87799835    43.3218219  3
2450      92.17015839    43.5649191  3
2451      93.28630829    43.1562267  3
2454      92.74793243    43.4592677  3
2456      92.35603333    43.8908845  3
2463      93.18731689    43.6672602  3
2465      92.86986542    42.9143927  3
2466      92.91248322    43.8348092  3
2471      92.90560150    42.1247850  3
2472      93.38376617    41.5771667  3
2473      93.26101685    41.7557589  3
2484      90.28367615    46.0553983  3
2486      89.77394867    46.4465324  3
2489      89.15487671    47.0306296  3
2491      88.97657013    47.6322336  3
2498      89.38697052    47.9208660  3
2501      88.89472961    47.9458471  3
2503      88.74118805    47.7578964  3
2506      89.22682190    47.3033188  3
2507      88.41437531    47.2355195  3
2509      88.75275421    47.0033316  3
2516      89.03417969    47.2278547  3
2525      88.15918732    47.8257056  3
2528      86.42488098    49.9041907  3
2530      86.12651062    49.9857582  3
2532      86.79183960    49.6518785  3
2533      86.37104034    49.8501732  3
2534      86.47153473    49.3583798  3
2536      87.06861877    49.8873492  3
2544      86.92293549    48.7255848  3
2546      86.65032959    48.4514345  3
2547      86.79050446    49.0071297  3
2551      87.08755493    48.0704811  3
2552      86.91584778    48.2287428  3
2553      86.98997498    47.9763106  3
2561      86.68083191    50.8067187  3
2562      85.74175262    50.9709894  3
2567      84.87522125    50.9778287  3
2569      84.95059967    50.8819667  3
2570      84.52828217    50.8301551  3
2573      84.98531342    50.7275709  3
2576      84.31005859    50.7569201  3
2577      84.54183960    50.8666044  3
2579      84.35810089    50.8978032  3
2589      84.51873779    51.2261663  3
2590      84.69918823    51.5092171  3
2597      84.46475983    51.8956948  3
2598      84.09183502    51.9727163  3
2600      84.28419495    51.5711827  3
2603      83.94996643    51.8246017  3
2604      83.80719757    51.9709233  3
2609      83.65402222    51.9947235  3
2610      83.60797882    51.9421169  3
2613      83.64704132    51.8961390  3
2623      83.41536713    52.9801774  3
2625      83.69917297    52.5310438  3
2626      82.87338257    52.1576192  3
2627      82.79166412    52.4034949  3
2628      82.86293793    52.7801143  3
2629      82.50657654    52.9206439  3
2634      82.21463776    52.9912647  3
2635      82.33363342    52.9239729  3
2636      82.08522797    52.8408225  3
2637      81.91346741    52.8539503  3
2638      82.43247223    52.8545247  3
2647      81.99359894    52.9723464  3
2648      81.90988159    53.1934106  3
2651      81.83503723    53.4721935  3
2652      81.67222595    53.7376956  3
2657      81.12914276    53.9236336  3
2658      81.22020721    53.9980188  3
2660      81.43170929    53.9476475  3
2663      81.06340790    53.9322261  3
2664      80.75827026    53.8684783  3
2671      81.81497955    53.8118018  3
2674      80.66872406    53.7732367  3
2675      80.52188873    53.8032512  3
2678      80.77993011    53.9103376  3
2680      80.56281281    53.9208087  3
2681      80.21588135    54.1257407  3
2686      80.26549530    54.3748144  3
2687      80.31232452    54.6256419  3
2690      80.32213593    54.8312391  3
2697      80.19546509    54.8276066  3
2698      80.03573608    54.9519230  3
2708      79.88198090    54.9642300  3
2711      79.66866302    54.9207484  3
2712      79.43376923    54.9229246  3
2717      79.19698334    55.8246919  3
2718      79.39548492    55.0601476  3
2719      78.99341583    55.2747903  3
2720      78.95640564    55.0126906  3
2722      78.66686249    55.5279143  3
2723      78.76961517    55.7492345  3
2726      79.73670959    54.9887977  3
2727      79.72031403    54.9596159  3
2738      78.76328278    55.9808139  3
2739      78.37669373    55.9614795  3
2740      78.43695068    55.9946742  3
2741      78.14183044    55.9437779  3
2742      78.00662231    55.8937996  3
2747      77.85672760    55.9037729  3
2748      77.76968384    56.0317530  3
2751      77.65932465    56.2804035  3
2752      77.51130676    56.5806981  3
2762      77.22603607    56.8338845  3
2763      77.05780792    56.9746136  3
3058      96.65835571    35.6641314  3
3069      96.34697723    35.8039534  3
3070      96.41296387    35.6556243  3
3072      96.19615173    36.1156537  3
3075      96.29763031    36.8527736  3
3081      95.99910736    36.5923575  3
3083      96.35601807    36.1219317  3
3084      95.88799286    36.6083939  3
3091      96.17773438    37.2234133  3
3093      96.49055481    37.7664119  3
3104      94.14205170    42.7243080  3
3106      93.95143890    41.9787997  3
3109      95.85224152    37.9809304  3
3112      95.54798889    38.0274950  3
3114      95.29113007    38.4752907  3
3115      95.84571838    38.8481190  3
3118      94.23834229    41.7582207  3
3119      94.11009979    41.7725306  3
3120      94.02404785    41.8105386  3
3123      94.37925720    40.6253494  3
3125      94.26238251    40.6983071  3
3126      94.39561462    41.0732069  3
3130      93.32517242    41.9540697  3
3132      93.75753784    42.6246688  3
3135      94.24893188    42.8307829  3
3153      88.64907074    47.3378724  3
3154      87.88159943    47.9166422  3
3156      88.81358337    48.1299520  3
3159      88.32791138    48.7590248  3
3160      88.10182953    48.9849745  3
3164      87.60337067    48.3272452  3
3165      87.67176056    48.8319718  3
3166      87.81090546    48.4771778  3
3167      87.22875214    48.0458583  3
3168      87.41751099    47.8499867  3
3605      95.10905457    38.9846140  3
3607      95.31861115    38.9023364  3
3610      95.20740509    39.2686065  3
3613      94.97933960    39.4222879  3
3614      94.65171814    39.9269266  3
3617      94.44202423    40.7696520  3
3618      95.78227234    40.8714179  3
3619      95.07302094    40.1770653  3
3622      95.75080872    39.9783866  3
