real_name,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14
23,-0.0792715,0.340535,0.802815,1.17625,-1.2001,0.0158913,0.129469,0.426533,0.584936,-0.529777,-1.12158,-0.58822,-0.207818,0.901814
24,-0.0847381,1.02348,0.611387,-0.569761,-0.742225,0.410583,0.575821,-0.3775,-0.332547,-0.177467,-1.42772,-0.75795,-0.823718,0.525766
25,-0.174495,0.918683,0.244768,0.748306,-0.00435698,-0.24468,0.54636,0.479775,-0.063859,0.335928,-0.592737,-0.306557,-1.35568,0.000410616
26,-0.185054,1.22461,-0.0756431,0.623177,-0.622699,0.00579823,0.099435,1.14525,0.0531641,-0.614204,-0.436987,-0.62706,0.218125,0.775738
27,-0.1381,0.820107,0.857158,0.0291605,-0.617214,0.0846273,-0.423615,0.40046,-0.114546,-0.263138,-0.696616,-1.11815,-0.125911,-0.000403889
28,-0.198239,0.34527,1.82574,-0.246227,-0.988513,-0.0880875,0.431911,-0.917721,0.0319582,-0.762692,-1.72692,-0.833922,-0.665094,-0.0626528
29,-0.175685,0.845887,0.523179,0.0551042,-0.813043,-0.803075,-0.149123,-0.00941514,0.497782,0.452679,-0.313587,-1.03612,-0.719401,0.751441
30,-0.153589,0.645418,-0.000441125,1.4915,-0.428436,0.200035,0.101798,0.720156,-0.329454,0.360456,-0.156089,-1.29625,0.402556,0.804013
31,-0.182271,0.0307878,0.395755,1.91611,-0.756739,0.0566704,0.959018,0.144696,0.92089,-0.0496569,-1.60922,0.215209,0.802889,0.751232
32,-0.121376,1.15742,0.39349,0.0786198,-0.0769335,0.441059,0.495062,0.368391,0.0179316,-0.7138,-1.43724,-1.51641,-0.87448,0.988121
33,-0.143881,1.4046,0.588137,-0.3654,-0.149253,0.0737306,0.296033,0.444019,-0.402244,-0.789422,-1.1346,-0.146456,-2.16241,0.0510158
34,-0.133328,1.45829,-0.0119172,-0.407481,0.0498127,0.0341857,0.215644,1.06489,0.119819,0.22815,-0.445218,-1.22492,-0.530701,1.45402
35,-0.231963,0.339585,-0.179903,2.69712,-0.584014,-0.469882,0.519714,1.37208,-0.346084,0.637475,-0.432979,-1.32313,0.937631,-1.24187
36,-0.157886,0.121896,1.11794,0.671058,-0.171563,-0.311205,-0.531121,-0.308742,0.899435,-0.145833,-0.510808,-1.21042,-0.716186,-0.0367905
37,-0.165301,0.711293,0.428246,0.787832,-0.221484,0.0552872,0.673557,0.457878,-0.00782993,0.410349,-0.701542,-1.10236,-0.259267,-0.539294
38,-0.176835,1.06676,0.885453,-0.194824,-0.611818,-0.117048,-0.223479,0.166715,-0.10059,-0.0784015,-0.87791,0.0947669,0.216929,0.323331
39,-0.150097,0.891057,0.761239,0.472964,0.17963,-0.370006,-0.0831212,-0.132343,-0.0989988,-0.261145,-0.605372,-1.40841,-0.514184,0.455084
40,-0.165753,0.346582,1.73656,0.263668,-0.737508,-0.11477,-0.531798,-0.301232,0.147102,-0.6252,-1.12624,-0.278624,0.33259,-1.86462
41,-0.196568,1.00415,-0.575447,1.382,-0.169977,-0.528868,-1.04715,1.71789,-0.149924,-0.0997199,1.0396,-0.415672,-0.6429,-0.153132
42,-0.16457,1.58415,0.187119,-0.203794,-0.1712,-0.236734,-0.0853893,0.611341,0.148109,-0.250277,-1.11162,-0.242329,-1.11293,0.401107
43,-0.12902,1.21447,0.121818,0.100469,0.250886,-0.0564847,0.0648012,0.7822,0.396452,-0.115045,-0.526527,-1.13136,-0.366291,-0.243873
44,-0.194515,0.467142,1.37519,0.524045,-0.921212,-0.0829948,0.0687588,-0.369972,-0.0495194,-0.246165,-0.490131,-1.05693,-0.13957,-0.313828
45,-0.111841,1.43054,0.35506,-0.345044,0.0631487,0.0195125,-0.371314,1.07871,-0.285531,-0.0993421,-0.29113,-1.1144,-1.04888,0.975144
46,-0.191749,0.655395,0.597728,0.824521,-0.374891,-0.102276,-0.297773,-0.0436941,0.387326,-0.444215,-0.391616,-0.566211,-0.302536,-1.26242
47,-0.235046,0.152399,0.534635,1.87989,-1.15331,-0.205418,-0.0283779,0.344201,-0.0175072,0.249093,-0.550735,-1.32697,0.600613,0.564583
48,0.042524,1.11655,1.06244,-0.144254,-0.345697,-0.0360511,-0.166336,0.909058,0.189423,-0.327812,-0.166064,-0.13192,-0.803953,1.75429
49,-0.18124,1.48538,0.183967,-0.209714,-0.215272,-0.148613,-0.241609,0.920497,-0.0465124,-0.0762895,-0.423419,-0.763295,0.750461,0.149588
50,-0.14955,1.13338,0.551314,0.283386,-0.0790726,-0.26413,-0.251484,1.29251,-0.442824,-1.00574,-0.514061,-1.55028,0.240584,-1.13921
51,-0.156173,0.804949,0.854259,1.03175,-0.35315,0.436537,0.585388,0.150556,-1.11661,-0.482583,-1.29903,-0.744212,-0.532202,-0.878779
52,0.00909557,0.888262,-0.011742,0.543757,-0.107093,0.187354,1.20074,0.167544,-0.328319,1.00639,-0.474205,-0.377141,0.179615,0.636076
53,-0.179331,0.178223,1.38391,1.01486,-0.878744,-0.0194815,-0.0456656,-0.512309,0.225975,-0.327519,-0.847079,0.362884,-0.913808,-0.576969
54,-0.161147,1.47583,0.719866,-0.761655,-0.872339,0.382883,0.282288,0.431742,0.00438605,-0.62688,-1.74804,-0.554375,-0.929228,0.0568328
55,-0.176676,1.04295,-0.0478428,0.63649,-0.691832,-0.085603,0.239733,0.821093,0.235488,-0.205668,-1.46789,-1.64365,0.0755101,-1.03307
56,-0.136289,0.637436,0.658792,0.84162,-0.777804,0.241714,-0.42008,0.420367,0.281439,-0.362506,-0.954981,-0.953119,-0.419042,-0.0329173
57,-0.121908,0.567647,0.75311,0.377997,-0.407832,-0.164053,-0.124711,0.774841,-0.1903,-0.208912,-0.394036,-0.737288,0.837925,1.02535
58,-0.145803,0.913835,-0.734204,1.06591,-0.2722,-0.0449512,0.449636,1.25524,0.615776,0.602848,-0.45099,-1.10261,-0.160337,-1.0622
59,-0.193048,1.18677,0.555377,0.400173,-0.211866,-0.734062,0.496323,0.495029,0.18342,-0.173188,-0.890418,-0.578165,-0.541706,1.36184
60,-0.171803,0.838864,0.530258,0.455721,-0.641909,-0.163802,0.848441,0.132182,0.244877,0.0452055,-1.54913,-0.397961,0.882673,-1.4573
61,-0.192351,0.701791,0.515188,1.06205,-0.791954,-0.362852,0.582118,0.544759,0.0638216,-0.579977,-0.348944,-0.769351,-0.738726,-0.104777
62,-0.151433,1.31241,0.459492,0.041066,-0.357376,-0.114823,-0.643577,0.593889,0.216274,-0.513387,-0.664697,-0.201559,-0.722999,0.494594
63,-0.111114,-0.254468,0.251334,1.65011,-0.237115,0.107091,0.234736,0.422141,0.689835,0.476456,-0.093851,-0.91527,0.123905,-0.519366
64,-0.129865,1.78163,-0.451948,-0.421598,-0.371596,-0.946931,0.489315,0.895677,-0.446554,0.643595,0.247049,-0.911855,-0.95677,0.282063
65,-0.136986,0.599791,1.0252,0.0519052,0.134338,-0.568158,-0.38167,0.0417238,0.592314,0.0406591,-0.627466,-1.00211,-0.182312,-0.644376
66,-0.0499841,0.874079,0.134092,0.623405,-0.172766,-0.608186,0.690643,0.0472206,-0.421555,-0.289117,-0.366404,-1.76836,1.17225,-0.884843
67,-0.104704,0.601675,0.788556,0.185596,-0.785328,0.629761,0.421074,0.772152,0.210903,-0.823704,-1.1179,-0.797673,-0.857663,0.935791
68,-0.14571,0.876855,0.016922,0.822444,-0.284219,0.116409,1.05481,0.724499,-0.131448,0.277496,-0.877199,-1.07878,-0.294028,1.05543
69,-0.229308,1.27058,-0.576778,1.11298,-0.508947,-0.397776,-0.374423,1.3673,0.543912,0.135056,0.202338,-0.904249,0.364976,1.08404
70,-0.155,1.43717,-0.240756,-0.0567777,-0.236678,0.290808,-0.259723,0.774412,0.575629,-0.250581,0.757045,-1.48174,-0.509673,1.31034
71,-0.0825547,0.77959,0.571933,0.299181,-0.0895548,-0.128638,0.0333123,0.324608,0.467875,-0.892114,-0.986524,-2.00874,-0.164015,-0.844471
72,-0.152918,0.506441,0.385322,0.89284,-0.361665,-0.027505,0.502976,0.267726,0.0382222,-0.340814,-0.451844,-0.473666,-0.231026,0.404471
73,-0.168436,1.08113,0.537031,-0.0137137,-0.641516,-0.200162,-0.535981,0.64595,0.557116,-0.438626,-1.01618,-0.668671,0.0916136,-0.826342
74,-0.222732,-0.0405084,0.79026,2.16337,-1.28576,-0.433394,0.611955,0.56957,0.359387,-0.882619,-0.649872,-0.13256,-0.0428059,1.20309
75,-0.161682,0.805518,0.416064,0.780144,-0.731097,-0.206318,0.480924,0.253163,-0.0162786,0.103844,-0.956202,-0.545843,0.0273939,-0.918882
76,-0.214364,1.29812,-0.531392,0.895238,-0.242248,-0.427181,0.394391,0.854717,0.108502,-0.342518,0.812442,-1.73872,0.207154,-1.38903
77,-0.184043,0.853552,0.468542,0.747834,-0.859415,0.0351183,0.199892,0.540748,0.4305,-0.573768,-0.5768,0.163425,-1.35981,0.692164
78,-0.112656,1.4044,0.805791,-1.0071,-0.316926,0.693713,1.41684,0.730685,-0.553084,-0.336701,-1.16045,-0.683524,-0.451057,-0.918256
base,-0.169896,0.825537,0.616914,0.432945,-0.440012,-0.134571,0.11766,0.428997,0.250348,-0.168426,-0.613452,-0.833264,-0.213686,0.00392492
