iteration,total_runs,obs_realization,par_realization,heads,time,distance
3,248,44,44,15.0623,0,0
3,248,45,45,26.229,0,0
3,248,46,46,25.3114,0,0
3,248,47,47,24.3322,0,0
3,248,48,48,10.5863,0,0
3,248,base,base,7.54505,0,0
4,314,0,0,12.8127,0,0
4,314,1,1,26.2994,0,0
4,314,2,2,10.4586,0,0
4,314,3,3,20.5212,0,0
4,314,4,4,13.8792,0,0
4,314,5,5,18.8053,0,0
4,314,6,6,26.3425,0,0
4,314,7,7,12.3356,0,0
4,314,8,8,25.4871,0,0
4,314,9,9,9.27358,0,0
4,314,10,10,26.6431,0,0
4,314,11,11,16.6049,0,0
4,314,12,12,13.3904,0,0
4,314,13,13,16.1601,0,0
4,314,14,14,15.4532,0,0
4,314,15,15,13.4891,0,0
4,314,16,16,11.8503,0,0
4,314,17,17,9.04267,0,0
4,314,18,18,12.2848,0,0
4,314,19,19,12.215,0,0
4,314,20,20,15.1455,0,0
4,314,21,21,32.0064,0,0
4,314,22,22,9.158,0,0
4,314,23,23,14.432,0,0
4,314,24,24,13.5503,0,0
4,314,25,25,9.82358,0,0
4,314,26,26,13.9152,0,0
4,314,27,27,22.4259,0,0
4,314,28,28,11.9653,0,0
4,314,29,29,20.3784,0,0
4,314,30,30,20.3287,0,0
4,314,31,31,7.76398,0,0
4,314,32,32,15.4014,0,0
4,314,33,33,20.2236,0,0
4,314,34,34,9.94183,0,0
4,314,35,35,16.9514,0,0
4,314,36,36,15.4787,0,0
4,314,37,37,12.3668,0,0
4,314,38,38,14.0145,0,0
4,314,39,39,17.0994,0,0
4,314,40,40,18.6388,0,0
4,314,41,41,17.1424,0,0
4,314,42,42,9.96122,0,0
4,314,43,43,28.8342,0,0
4,314,44,44,14.0456,0,0
4,314,45,45,20.6617,0,0
4,314,46,46,15.5618,0,0
4,314,47,47,13.0165,0,0
4,314,48,48,7.41179,0,0
4,314,base,base,4.43841,0,0
5,380,0,0,10.3688,0,0
5,380,1,1,30.1324,0,0
5,380,2,2,9.57827,0,0
5,380,3,3,10.0422,0,0
5,380,4,4,14.1274,0,0
5,380,5,5,14.1939,0,0
5,380,6,6,23.8919,0,0
5,380,7,7,10.222,0,0
5,380,8,8,14.7,0,0
5,380,9,9,6.97782,0,0
5,380,10,10,30.4073,0,0
5,380,11,11,13.5999,0,0
5,380,12,12,10.6406,0,0
5,380,13,13,10.9729,0,0
5,380,14,14,14.0869,0,0
5,380,15,15,9.79656,0,0
5,380,16,16,8.84376,0,0
5,380,17,17,8.57118,0,0
5,380,18,18,9.68078,0,0
5,380,19,19,13.8219,0,0
5,380,20,20,14.6594,0,0
5,380,21,21,26.2173,0,0
5,380,22,22,9.61289,0,0
5,380,23,23,12.6586,0,0
5,380,24,24,8.34265,0,0
5,380,25,25,10.7267,0,0
5,380,26,26,10.4779,0,0
5,380,27,27,17.6382,0,0
5,380,28,28,10.1713,0,0
5,380,29,29,14.5182,0,0
5,380,30,30,16.8915,0,0
5,380,31,31,7.42612,0,0
5,380,32,32,12.6883,0,0
5,380,33,33,16.6807,0,0
5,380,34,34,10.5375,0,0
5,380,35,35,7.52464,0,0
5,380,36,36,10.4695,0,0
5,380,37,37,14.5897,0,0
5,380,38,38,11.5309,0,0
5,380,39,39,11.061,0,0
5,380,40,40,16.2173,0,0
5,380,41,41,18.1674,0,0
5,380,42,42,12.2225,0,0
5,380,43,43,17.105,0,0
5,380,44,44,12.6977,0,0
5,380,45,45,16.3143,0,0
5,380,46,46,14.8394,0,0
5,380,47,47,10.3454,0,0
5,380,48,48,5.95868,0,0
5,380,base,base,2.56012,0,0
